county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_mail,absentee,provisional
Jefferson,J157,U.S. Senate,,Democratic,Amy McGRATH,45,6,37,2,,0
Jefferson,J157,U.S. Senate,,Democratic,Pamela STEVENSON,12,4,8,0,,0
Jefferson,J157,U.S. Senate,,Democratic,Logan FORSYTHE,2,0,2,0,,0
Jefferson,J157,U.S. Senate,,Democratic,Charles BOOKER,105,23,81,1,,0
Jefferson,J157,U.S. Senate,,Democratic,Dale Lewis ROMANS,17,3,14,0,,0
Jefferson,J157,County Attorney,,Democratic,Sarah MARTIN,117,24,90,3,,0
Jefferson,J157,County Attorney,,Democratic,Karl PRICE,64,11,53,0,,0
Jefferson,J157,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",49,8,40,1,,0
Jefferson,J157,County Clerk,,Democratic,David YATES,139,27,110,2,,0
Jefferson,J157,Sheriff,,Democratic,Richard BREEN,28,7,21,0,,0
Jefferson,J157,Sheriff,,Democratic,Steve HEALEY,82,21,60,1,,0
Jefferson,J157,Sheriff,,Democratic,Stephen YANCEY,69,7,60,2,,0
Jefferson,J157,Louisville Mayor,,,Jody HURT,1,0,1,0,,0
Jefferson,J157,Louisville Mayor,,,Douglas LATTIMORE,1,0,1,0,,0
Jefferson,J157,Louisville Mayor,,,Craig GREENBERG,144,33,109,2,,0
Jefferson,J157,Louisville Mayor,,,Tina BURNELL,44,7,37,0,,0
Jefferson,J157,Louisville Mayor,,,Bob DeVORE,11,1,10,0,,0
Jefferson,J157,Louisville Mayor,,,Lisa M. Holliday HARRIS,8,3,5,0,,0
Jefferson,J157,Louisville Mayor,,,Matthew Solomon BAILEY,1,0,1,0,,0
Jefferson,J157,Louisville Mayor,,,"S. ""The D"" DATTILO",3,0,3,0,,0
Jefferson,J157,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,69,7,61,1,,0
Jefferson,J158,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,J158,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J158,U.S. Senate,,Republican,Daniel CAMERON,23,4,19,0,,0
Jefferson,J158,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J158,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J158,U.S. Senate,,Republican,George WASHINGTON,1,0,1,0,,0
Jefferson,J158,U.S. Senate,,Republican,Michael James FARIS,1,0,1,0,,0
Jefferson,J158,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J158,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,J158,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J158,U.S. Senate,,Republican,Andy BARR,34,10,22,2,,0
Jefferson,J158,U.S. House,3,Republican,David Joseph NICHTER,19,6,11,2,,0
Jefferson,J158,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,18,4,14,0,,0
Jefferson,J158,U.S. House,3,Republican,Daniel COBBLE,10,3,7,0,,0
Jefferson,J158,U.S. House,3,Republican,Donald PAY,9,1,8,0,,0
Jefferson,J158,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,0,1,0,,0
Jefferson,J158,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,3,0,3,0,,0
Jefferson,J158,U.S. Senate,,Democratic,Amy McGRATH,29,9,20,0,,0
Jefferson,J158,U.S. Senate,,Democratic,Pamela STEVENSON,6,1,5,0,,0
Jefferson,J158,U.S. Senate,,Democratic,Logan FORSYTHE,3,2,1,0,,0
Jefferson,J158,U.S. Senate,,Democratic,Charles BOOKER,57,7,45,5,,0
Jefferson,J158,U.S. Senate,,Democratic,Dale Lewis ROMANS,11,2,8,1,,0
Jefferson,J158,County Attorney,,Democratic,Sarah MARTIN,69,13,54,2,,0
Jefferson,J158,County Attorney,,Democratic,Karl PRICE,37,6,30,1,,0
Jefferson,J158,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",24,2,22,0,,0
Jefferson,J158,County Clerk,,Democratic,David YATES,87,19,62,6,,0
Jefferson,J158,Sheriff,,Democratic,Richard BREEN,26,2,21,3,,0
Jefferson,J158,Sheriff,,Democratic,Steve HEALEY,48,15,30,3,,0
Jefferson,J158,Sheriff,,Democratic,Stephen YANCEY,35,3,32,0,,0
Jefferson,J158,Louisville Mayor,,,Jody HURT,2,1,1,0,,0
Jefferson,J158,Louisville Mayor,,,Douglas LATTIMORE,6,0,6,0,,0
Jefferson,J158,Louisville Mayor,,,Craig GREENBERG,83,23,56,4,,0
Jefferson,J158,Louisville Mayor,,,Tina BURNELL,29,5,24,0,,0
Jefferson,J158,Louisville Mayor,,,Bob DeVORE,5,0,5,0,,0
Jefferson,J158,Louisville Mayor,,,Lisa M. Holliday HARRIS,9,0,7,2,,0
Jefferson,J158,Louisville Mayor,,,Matthew Solomon BAILEY,4,1,3,0,,0
Jefferson,J158,Louisville Mayor,,,"S. ""The D"" DATTILO",1,1,0,0,,0
Jefferson,J158,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,28,3,25,0,,0
Jefferson,J159,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,J159,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,,0
Jefferson,J159,U.S. Senate,,Republican,Daniel CAMERON,31,7,22,2,,0
Jefferson,J159,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J159,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2,0,2,0,,0
Jefferson,J159,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,J159,U.S. Senate,,Republican,Michael James FARIS,2,0,2,0,,0
Jefferson,J159,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J159,U.S. Senate,,Republican,James D. DUNCAN,3,1,2,0,,0
Jefferson,J159,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J159,U.S. Senate,,Republican,Andy BARR,75,13,61,1,,0
Jefferson,J159,U.S. House,3,Republican,David Joseph NICHTER,24,4,20,0,,0
Jefferson,J159,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,34,6,28,0,,0
Jefferson,J159,U.S. House,3,Republican,Daniel COBBLE,27,7,18,2,,0
Jefferson,J159,U.S. House,3,Republican,Donald PAY,20,3,17,0,,0
Jefferson,J159,U.S. Senate,,Democratic,Joshua BLANTON SR.,5,1,4,0,,0
Jefferson,J159,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,5,0,5,0,,0
Jefferson,J159,U.S. Senate,,Democratic,Amy McGRATH,83,28,53,2,,0
Jefferson,J159,U.S. Senate,,Democratic,Pamela STEVENSON,10,3,7,0,,0
Jefferson,J159,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,J159,U.S. Senate,,Democratic,Charles BOOKER,82,14,67,1,,0
Jefferson,J159,U.S. Senate,,Democratic,Dale Lewis ROMANS,7,1,5,1,,0
Jefferson,J159,County Attorney,,Democratic,Sarah MARTIN,110,29,79,2,,0
Jefferson,J159,County Attorney,,Democratic,Karl PRICE,71,14,55,2,,0
Jefferson,J159,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",46,9,37,0,,0
Jefferson,J159,County Clerk,,Democratic,David YATES,143,38,101,4,,0
Jefferson,J159,Sheriff,,Democratic,Richard BREEN,53,14,37,2,,0
Jefferson,J159,Sheriff,,Democratic,Steve HEALEY,68,18,50,0,,0
Jefferson,J159,Sheriff,,Democratic,Stephen YANCEY,66,13,51,2,,0
Jefferson,J159,Louisville Mayor,,,Jody HURT,8,1,7,0,,0
Jefferson,J159,Louisville Mayor,,,Douglas LATTIMORE,6,0,6,0,,0
Jefferson,J159,Louisville Mayor,,,Craig GREENBERG,156,42,107,7,,0
Jefferson,J159,Louisville Mayor,,,Tina BURNELL,58,12,46,0,,0
Jefferson,J159,Louisville Mayor,,,Bob DeVORE,12,1,11,0,,0
Jefferson,J159,Louisville Mayor,,,Lisa M. Holliday HARRIS,12,1,11,0,,0
Jefferson,J159,Louisville Mayor,,,Matthew Solomon BAILEY,2,0,2,0,,0
Jefferson,J159,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,J159,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,47,10,37,0,,0
Jefferson,J160,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Republican,Daniel CAMERON,12,3,9,0,,0
Jefferson,J160,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Republican,Andy BARR,9,0,9,0,,0
Jefferson,J160,U.S. House,3,Republican,David Joseph NICHTER,2,0,2,0,,0
Jefferson,J160,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,11,3,8,0,,0
Jefferson,J160,U.S. House,3,Republican,Daniel COBBLE,4,0,4,0,,0
Jefferson,J160,U.S. House,3,Republican,Donald PAY,2,0,2,0,,0
Jefferson,J160,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,J160,U.S. Senate,,Democratic,Amy McGRATH,14,0,14,0,,0
Jefferson,J160,U.S. Senate,,Democratic,Pamela STEVENSON,6,1,5,0,,0
Jefferson,J160,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,,0
Jefferson,J160,U.S. Senate,,Democratic,Charles BOOKER,37,4,31,2,,0
Jefferson,J160,U.S. Senate,,Democratic,Dale Lewis ROMANS,5,2,3,0,,0
Jefferson,J160,County Attorney,,Democratic,Sarah MARTIN,30,2,28,0,,0
Jefferson,J160,County Attorney,,Democratic,Karl PRICE,29,5,22,2,,0
Jefferson,J160,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",33,5,26,2,,0
Jefferson,J160,County Clerk,,Democratic,David YATES,28,2,26,0,,0
Jefferson,J160,Sheriff,,Democratic,Richard BREEN,13,0,13,0,,0
Jefferson,J160,Sheriff,,Democratic,Steve HEALEY,21,6,13,2,,0
Jefferson,J160,Sheriff,,Democratic,Stephen YANCEY,27,1,26,0,,0
Jefferson,J160,Louisville Mayor,,,Jody HURT,4,0,4,0,,0
Jefferson,J160,Louisville Mayor,,,Douglas LATTIMORE,1,1,0,0,,0
Jefferson,J160,Louisville Mayor,,,Craig GREENBERG,25,2,23,0,,0
Jefferson,J160,Louisville Mayor,,,Tina BURNELL,11,2,9,0,,0
Jefferson,J160,Louisville Mayor,,,Bob DeVORE,3,0,3,0,,0
Jefferson,J160,Louisville Mayor,,,Lisa M. Holliday HARRIS,5,1,4,0,,0
Jefferson,J160,Louisville Mayor,,,Matthew Solomon BAILEY,1,0,1,0,,0
Jefferson,J160,Louisville Mayor,,,"S. ""The D"" DATTILO",1,0,1,0,,0
Jefferson,J160,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,33,4,27,2,,0
Jefferson,J162,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,1,0,1,0,,0
Jefferson,J162,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J162,U.S. Senate,,Republican,Daniel CAMERON,7,0,7,0,,0
Jefferson,J162,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J162,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J162,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,J162,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,J162,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J162,U.S. Senate,,Republican,James D. DUNCAN,2,0,1,1,,0
Jefferson,J162,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J162,U.S. Senate,,Republican,Andy BARR,26,0,25,1,,0
Jefferson,J162,U.S. House,3,Republican,David Joseph NICHTER,7,0,6,1,,0
Jefferson,J162,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,15,0,15,0,,0
Jefferson,J162,U.S. House,3,Republican,Daniel COBBLE,5,0,5,0,,0
Jefferson,J162,U.S. House,3,Republican,Donald PAY,6,0,5,1,,0
Jefferson,J162,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,J162,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,2,0,2,0,,0
Jefferson,J162,U.S. Senate,,Democratic,Amy McGRATH,19,4,15,0,,0
Jefferson,J162,U.S. Senate,,Democratic,Pamela STEVENSON,2,0,2,0,,0
Jefferson,J162,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,J162,U.S. Senate,,Democratic,Charles BOOKER,16,1,14,1,,0
Jefferson,J162,U.S. Senate,,Democratic,Dale Lewis ROMANS,7,1,6,0,,0
Jefferson,J162,County Attorney,,Democratic,Sarah MARTIN,37,4,32,1,,0
Jefferson,J162,County Attorney,,Democratic,Karl PRICE,9,1,8,0,,0
Jefferson,J162,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",6,1,5,0,,0
Jefferson,J162,County Clerk,,Democratic,David YATES,41,5,35,1,,0
Jefferson,J162,Sheriff,,Democratic,Richard BREEN,12,3,9,0,,0
Jefferson,J162,Sheriff,,Democratic,Steve HEALEY,19,2,17,0,,0
Jefferson,J162,Sheriff,,Democratic,Stephen YANCEY,12,0,11,1,,0
Jefferson,J162,Louisville Mayor,,,Jody HURT,3,1,2,0,,0
Jefferson,J162,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,J162,Louisville Mayor,,,Craig GREENBERG,42,4,34,4,,0
Jefferson,J162,Louisville Mayor,,,Tina BURNELL,11,0,11,0,,0
Jefferson,J162,Louisville Mayor,,,Bob DeVORE,3,0,3,0,,0
Jefferson,J162,Louisville Mayor,,,Lisa M. Holliday HARRIS,9,0,9,0,,0
Jefferson,J162,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,J162,Louisville Mayor,,,"S. ""The D"" DATTILO",2,0,2,0,,0
Jefferson,J162,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,11,3,8,0,,0
Jefferson,J163,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Republican,Daniel CAMERON,1,0,1,0,,0
Jefferson,J163,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Republican,Andy BARR,13,2,11,0,,0
Jefferson,J163,U.S. House,3,Republican,David Joseph NICHTER,7,1,6,0,,0
Jefferson,J163,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,5,0,5,0,,0
Jefferson,J163,U.S. House,3,Republican,Daniel COBBLE,2,0,2,0,,0
Jefferson,J163,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Democratic,Amy McGRATH,13,4,9,0,,0
Jefferson,J163,U.S. Senate,,Democratic,Pamela STEVENSON,2,0,2,0,,0
Jefferson,J163,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,J163,U.S. Senate,,Democratic,Charles BOOKER,3,1,2,0,,0
Jefferson,J163,U.S. Senate,,Democratic,Dale Lewis ROMANS,3,0,3,0,,0
Jefferson,J163,County Attorney,,Democratic,Sarah MARTIN,16,4,12,0,,0
Jefferson,J163,County Attorney,,Democratic,Karl PRICE,2,0,2,0,,0
Jefferson,J163,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",5,1,4,0,,0
Jefferson,J163,County Clerk,,Democratic,David YATES,16,3,13,0,,0
Jefferson,J163,Sheriff,,Democratic,Richard BREEN,6,2,4,0,,0
Jefferson,J163,Sheriff,,Democratic,Steve HEALEY,10,2,8,0,,0
Jefferson,J163,Sheriff,,Democratic,Stephen YANCEY,4,0,4,0,,0
Jefferson,J163,Louisville Mayor,,,Jody HURT,1,0,1,0,,0
Jefferson,J163,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,J163,Louisville Mayor,,,Craig GREENBERG,23,4,19,0,,0
Jefferson,J163,Louisville Mayor,,,Tina BURNELL,2,0,2,0,,0
Jefferson,J163,Louisville Mayor,,,Bob DeVORE,2,1,1,0,,0
Jefferson,J163,Louisville Mayor,,,Lisa M. Holliday HARRIS,2,0,2,0,,0
Jefferson,J163,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,J163,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,J163,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,5,1,4,0,,0
Jefferson,J164,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Republican,Daniel CAMERON,2,0,2,0,,0
Jefferson,J164,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Republican,Andy BARR,3,1,2,0,,0
Jefferson,J164,U.S. House,3,Republican,David Joseph NICHTER,1,0,1,0,,0
Jefferson,J164,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,1,0,1,0,,0
Jefferson,J164,U.S. House,3,Republican,Daniel COBBLE,3,1,2,0,,0
Jefferson,J164,U.S. House,3,Republican,Donald PAY,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Democratic,Joshua BLANTON SR.,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Democratic,Amy McGRATH,2,0,1,1,,0
Jefferson,J164,U.S. Senate,,Democratic,Pamela STEVENSON,0,0,0,0,,0
Jefferson,J164,U.S. Senate,,Democratic,Logan FORSYTHE,1,0,1,0,,0
Jefferson,J164,U.S. Senate,,Democratic,Charles BOOKER,4,3,1,0,,0
Jefferson,J164,U.S. Senate,,Democratic,Dale Lewis ROMANS,3,0,3,0,,0
Jefferson,J164,County Attorney,,Democratic,Sarah MARTIN,7,3,4,0,,0
Jefferson,J164,County Attorney,,Democratic,Karl PRICE,1,0,1,0,,0
Jefferson,J164,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",0,0,0,0,,0
Jefferson,J164,County Clerk,,Democratic,David YATES,10,3,6,1,,0
Jefferson,J164,Sheriff,,Democratic,Richard BREEN,3,2,1,0,,0
Jefferson,J164,Sheriff,,Democratic,Steve HEALEY,4,0,3,1,,0
Jefferson,J164,Sheriff,,Democratic,Stephen YANCEY,0,0,0,0,,0
Jefferson,J164,Louisville Mayor,,,Jody HURT,0,0,0,0,,0
Jefferson,J164,Louisville Mayor,,,Douglas LATTIMORE,0,0,0,0,,0
Jefferson,J164,Louisville Mayor,,,Craig GREENBERG,8,3,5,0,,0
Jefferson,J164,Louisville Mayor,,,Tina BURNELL,3,1,2,0,,0
Jefferson,J164,Louisville Mayor,,,Bob DeVORE,0,0,0,0,,0
Jefferson,J164,Louisville Mayor,,,Lisa M. Holliday HARRIS,0,0,0,0,,0
Jefferson,J164,Louisville Mayor,,,Matthew Solomon BAILEY,0,0,0,0,,0
Jefferson,J164,Louisville Mayor,,,"S. ""The D"" DATTILO",0,0,0,0,,0
Jefferson,J164,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,0,0,0,0,,0
Jefferson,J165,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,4,0,4,0,,0
Jefferson,J165,U.S. Senate,,Republican,Anissa CATLETT,1,0,1,0,,0
Jefferson,J165,U.S. Senate,,Republican,Daniel CAMERON,23,4,19,0,,0
Jefferson,J165,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J165,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",2,0,2,0,,0
Jefferson,J165,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,J165,U.S. Senate,,Republican,Michael James FARIS,1,0,0,1,,0
Jefferson,J165,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J165,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,J165,U.S. Senate,,Republican,Other Donald WENZEL,0,0,0,0,,0
Jefferson,J165,U.S. Senate,,Republican,Andy BARR,47,5,41,1,,0
Jefferson,J165,U.S. House,3,Republican,David Joseph NICHTER,12,1,10,1,,0
Jefferson,J165,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,38,5,33,0,,0
Jefferson,J165,U.S. House,3,Republican,Daniel COBBLE,13,1,12,0,,0
Jefferson,J165,U.S. House,3,Republican,Donald PAY,5,1,4,0,,0
Jefferson,J165,U.S. Senate,,Democratic,Joshua BLANTON SR.,1,1,0,0,,0
Jefferson,J165,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,J165,U.S. Senate,,Democratic,Amy McGRATH,71,21,50,0,,0
Jefferson,J165,U.S. Senate,,Democratic,Pamela STEVENSON,14,4,9,1,,0
Jefferson,J165,U.S. Senate,,Democratic,Logan FORSYTHE,0,0,0,0,,0
Jefferson,J165,U.S. Senate,,Democratic,Charles BOOKER,144,21,121,2,,0
Jefferson,J165,U.S. Senate,,Democratic,Dale Lewis ROMANS,12,3,8,1,,0
Jefferson,J165,County Attorney,,Democratic,Sarah MARTIN,142,31,109,2,,0
Jefferson,J165,County Attorney,,Democratic,Karl PRICE,98,19,77,2,,0
Jefferson,J165,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",85,11,73,1,,0
Jefferson,J165,County Clerk,,Democratic,David YATES,161,39,119,3,,0
Jefferson,J165,Sheriff,,Democratic,Richard BREEN,55,11,44,0,,0
Jefferson,J165,Sheriff,,Democratic,Steve HEALEY,80,18,62,0,,0
Jefferson,J165,Sheriff,,Democratic,Stephen YANCEY,107,21,82,4,,0
Jefferson,J165,Louisville Mayor,,,Jody HURT,5,0,5,0,,0
Jefferson,J165,Louisville Mayor,,,Douglas LATTIMORE,4,0,2,2,,0
Jefferson,J165,Louisville Mayor,,,Craig GREENBERG,175,46,129,0,,0
Jefferson,J165,Louisville Mayor,,,Tina BURNELL,24,3,21,0,,0
Jefferson,J165,Louisville Mayor,,,Bob DeVORE,10,1,9,0,,0
Jefferson,J165,Louisville Mayor,,,Lisa M. Holliday HARRIS,9,2,7,0,,0
Jefferson,J165,Louisville Mayor,,,Matthew Solomon BAILEY,4,0,4,0,,0
Jefferson,J165,Louisville Mayor,,,"S. ""The D"" DATTILO",2,0,2,0,,0
Jefferson,J165,Louisville Mayor,,,Shameka L. PARRISH-WRIGHT,89,10,76,3,,0
Jefferson,J166,U.S. Senate,,Republican,Jonathan M. HOLLIDAY,0,0,0,0,,0
Jefferson,J166,U.S. Senate,,Republican,Anissa CATLETT,0,0,0,0,,0
Jefferson,J166,U.S. Senate,,Republican,Daniel CAMERON,7,0,6,1,,0
Jefferson,J166,U.S. Senate,,Republican,A. Nick SHELLEY,0,0,0,0,,0
Jefferson,J166,U.S. Senate,,Republican,"Valerie ""Dr Val"" FREDRICK",0,0,0,0,,0
Jefferson,J166,U.S. Senate,,Republican,George WASHINGTON,0,0,0,0,,0
Jefferson,J166,U.S. Senate,,Republican,Michael James FARIS,0,0,0,0,,0
Jefferson,J166,U.S. Senate,,Republican,Jimmy I. LEON,0,0,0,0,,0
Jefferson,J166,U.S. Senate,,Republican,James D. DUNCAN,0,0,0,0,,0
Jefferson,J166,U.S. Senate,,Republican,Other Donald WENZEL,1,1,0,0,,0
Jefferson,J166,U.S. Senate,,Republican,Andy BARR,15,1,14,0,,0
Jefferson,J166,U.S. House,3,Republican,David Joseph NICHTER,2,0,2,0,,0
Jefferson,J166,U.S. House,3,Republican,Maria Teresa RODRIGUEZ,8,1,6,1,,0
Jefferson,J166,U.S. House,3,Republican,Daniel COBBLE,5,0,5,0,,0
Jefferson,J166,U.S. House,3,Republican,Donald PAY,4,0,4,0,,0
Jefferson,J166,U.S. Senate,,Democratic,Joshua BLANTON SR.,3,0,3,0,,0
Jefferson,J166,U.S. Senate,,Democratic,Vincent Anthony THOMPSON,1,0,1,0,,0
Jefferson,J166,U.S. Senate,,Democratic,Amy McGRATH,28,4,24,0,,0
Jefferson,J166,U.S. Senate,,Democratic,Pamela STEVENSON,5,1,3,1,,0
Jefferson,J166,U.S. Senate,,Democratic,Logan FORSYTHE,2,1,1,0,,0
Jefferson,J166,U.S. Senate,,Democratic,Charles BOOKER,57,7,50,0,,0
Jefferson,J166,U.S. Senate,,Democratic,Dale Lewis ROMANS,1,0,1,0,,0
Jefferson,J166,County Attorney,,Democratic,Sarah MARTIN,61,9,52,0,,0
Jefferson,J166,County Attorney,,Democratic,Karl PRICE,33,4,28,1,,0
Jefferson,J166,County Clerk,,Democratic,"Rosalind ""Roz"" WELCH",40,1,38,1,,0
Jefferson,J166,County Clerk,,Democratic,David YATES,57,12,45,0,,0
Jefferson,J166,Sheriff,,Democratic,Richard BREEN,20,5,14,1,,0
Jefferson,J166,Sheriff,,Democratic,Steve HEALEY,29,3,26,0,,0
Jefferson,J166,Sheriff,,Democratic,Stephen YANCEY,47,5,42,0,,0
Jefferson,J166,Louisville Mayor,,,Jody HURT,1,0,1,0,,0
Jefferson,J166,Louisville Mayor,,,Douglas LATTIMORE,2,0,2,0,,0
Jefferson,J166,Louisville Mayor,,,Craig GREENBERG,61,9,51,1,,0
