county,precinct,candidate,office,district,party,votes
Jefferson,B177,Stephanie Compton,State Senate,14,,349
Jefferson,B177,Kevin D Bratcher,State Representative,29,,545
Jefferson,B177,Ronel A Brown,State Representative,29,,346
Jefferson,B181 - Jeff ,,Ballots Cast,,,100
Jefferson,B181 - Jeff ,,Straight Party,,REP,18
Jefferson,B181 - Jeff ,,Straight Party,,DEM,24
Jefferson,B181 - Jeff ,,Straight Party,,LIB,1
Jefferson,B181 - Jeff ,,Straight Party,,AME,1
Jefferson,B181 - Jeff ,Vickie Yates B Glisson,U.S. House,3,,43
Jefferson,B181 - Jeff ,John A Yarmuth,U.S. House,3,,55
Jefferson,B181 - Jeff ,Gregory Boles,U.S. House,3,,0
Jefferson,B181 - Jeff ,Paul R. Hornback,State Senate,20,,42
Jefferson,B181 - Jeff ,Dave Suetholz,State Senate,20,,52
Jefferson,B181 - Jeff ,Kevin D Bratcher,State Representative,29,,45
Jefferson,B181 - Jeff ,Ronel A Brown,State Representative,29,,52
Jefferson,B182,,Ballots Cast,,,468
Jefferson,B182,,Straight Party,,REP,115
Jefferson,B182,,Straight Party,,DEM,78
Jefferson,B182,,Straight Party,,LIB,0
Jefferson,B182,,Straight Party,,AME,0
Jefferson,B182,Vickie Yates B Glisson,U.S. House,3,,268
Jefferson,B182,John A Yarmuth,U.S. House,3,,193
Jefferson,B182,Gregory Boles,U.S. House,3,,6
Jefferson,B182,Paul R. Hornback,State Senate,20,,268
Jefferson,B182,Dave Suetholz,State Senate,20,,190
Jefferson,B182,Kevin D Bratcher,State Representative,29,,265
Jefferson,B182,Ronel A Brown,State Representative,29,,195
Jefferson,B183,,Ballots Cast,,,1143
Jefferson,B183,,Straight Party,,REP,252
Jefferson,B183,,Straight Party,,DEM,194
Jefferson,B183,,Straight Party,,LIB,2
Jefferson,B183,,Straight Party,,AME,4
Jefferson,B183,Vickie Yates B Glisson,U.S. House,3,,622
Jefferson,B183,John A Yarmuth,U.S. House,3,,497
Jefferson,B183,Gregory Boles,U.S. House,3,,16
Jefferson,B183,Paul R. Hornback,State Senate,20,,615
Jefferson,B183,Dave Suetholz,State Senate,20,,506
Jefferson,B183,Kevin D Bratcher,State Representative,29,,630
Jefferson,B183,Ronel A Brown,State Representative,29,,488
Jefferson,B184,,Ballots Cast,,,16
Jefferson,B184,,Straight Party,,REP,7
Jefferson,B184,,Straight Party,,DEM,1
Jefferson,B184,,Straight Party,,LIB,0
Jefferson,B184,,Straight Party,,AME,0
Jefferson,B184,Vickie Yates B Glisson,U.S. House,3,,13
Jefferson,B184,John A Yarmuth,U.S. House,3,,2
Jefferson,B184,Gregory Boles,U.S. House,3,,1
Jefferson,B184,Kevin D Bratcher,State Representative,29,,14
Jefferson,B184,Ronel A Brown,State Representative,29,,2
Jefferson,B185,,Ballots Cast,,,244
Jefferson,B185,,Straight Party,,REP,63
Jefferson,B185,,Straight Party,,DEM,62
Jefferson,B185,,Straight Party,,LIB,1
Jefferson,B185,,Straight Party,,AME,2
Jefferson,B185,Vickie Yates B Glisson,U.S. House,3,,114
Jefferson,B185,John A Yarmuth,U.S. House,3,,123
Jefferson,B185,Gregory Boles,U.S. House,3,,5
Jefferson,B185,Kevin D Bratcher,State Representative,29,,117
Jefferson,B185,Ronel A Brown,State Representative,29,,120
Jefferson,C101,,Ballots Cast,,,618
Jefferson,C101,,Straight Party,,REP,36
Jefferson,C101,,Straight Party,,DEM,324
Jefferson,C101,,Straight Party,,LIB,3
Jefferson,C101,,Straight Party,,AME,0
Jefferson,C101,Vickie Yates B Glisson,U.S. House,3,,83
Jefferson,C101,John A Yarmuth,U.S. House,3,,523
Jefferson,C101,Gregory Boles,U.S. House,3,,7
Jefferson,C101,Christina O'Connor,State Representative,30,,82
Jefferson,C101,Tom Burch ,State Representative,30,,527
Jefferson,C102,,Ballots Cast,,,390
Jefferson,C102,,Straight Party,,REP,50
Jefferson,C102,,Straight Party,,DEM,160
Jefferson,C102,,Straight Party,,LIB,4
Jefferson,C102,,Straight Party,,AME,0
Jefferson,C102,Vickie Yates B Glisson,U.S. House,3,,92
Jefferson,C102,John A Yarmuth,U.S. House,3,,290
Jefferson,C102,Gregory Boles,U.S. House,3,,5
Jefferson,C102,Christina O'Connor,State Representative,30,,97
Jefferson,C102,Tom Burch ,State Representative,30,,286
Jefferson,C103,,Ballots Cast,,,481
Jefferson,C103,,Straight Party,,REP,59
Jefferson,C103,,Straight Party,,DEM,208
Jefferson,C103,,Straight Party,,LIB,7
Jefferson,C103,,Straight Party,,AME,3
Jefferson,C103,Vickie Yates B Glisson,U.S. House,3,,111
Jefferson,C103,John A Yarmuth,U.S. House,3,,352
Jefferson,C103,Gregory Boles,U.S. House,3,,9
Jefferson,C103,Christina O'Connor,State Representative,30,,125
Jefferson,C103,Tom Burch ,State Representative,30,,345
Jefferson,C104,,Ballots Cast,,,312
Jefferson,C104,,Straight Party,,REP,38
Jefferson,C104,,Straight Party,,DEM,175
Jefferson,C104,,Straight Party,,LIB,2
Jefferson,C104,,Straight Party,,AME,1
Jefferson,C104,Vickie Yates B Glisson,U.S. House,3,,75
Jefferson,C104,John A Yarmuth,U.S. House,3,,230
Jefferson,C104,Gregory Boles,U.S. House,3,,4
Jefferson,C104,Christina O'Connor,State Representative,30,,71
Jefferson,C104,Tom Burch ,State Representative,30,,237
Jefferson,C105,,Ballots Cast,,,265
Jefferson,C105,,Straight Party,,REP,4
Jefferson,C105,,Straight Party,,DEM,187
Jefferson,C105,,Straight Party,,LIB,0
Jefferson,C105,,Straight Party,,AME,1
Jefferson,C105,Vickie Yates B Glisson,U.S. House,3,,17
Jefferson,C105,John A Yarmuth,U.S. House,3,,245
Jefferson,C105,Gregory Boles,U.S. House,3,,2
Jefferson,C105,Christina O'Connor,State Representative,30,,15
Jefferson,C105,Tom Burch ,State Representative,30,,248
Jefferson,C106,,Ballots Cast,,,768
Jefferson,C106,,Straight Party,,REP,76
Jefferson,C106,,Straight Party,,DEM,403
Jefferson,C106,,Straight Party,,LIB,2
Jefferson,C106,,Straight Party,,AME,2
Jefferson,C106,Vickie Yates B Glisson,U.S. House,3,,153
Jefferson,C106,John A Yarmuth,U.S. House,3,,599
Jefferson,C106,Gregory Boles,U.S. House,3,,12
Jefferson,C106,Christina O'Connor,State Representative,30,,154
Jefferson,C106,Tom Burch ,State Representative,30,,605
Jefferson,C108,,Ballots Cast,,,580
Jefferson,C108,,Straight Party,,REP,36
Jefferson,C108,,Straight Party,,DEM,374
Jefferson,C108,,Straight Party,,LIB,0
Jefferson,C108,,Straight Party,,AME,5
Jefferson,C108,Vickie Yates B Glisson,U.S. House,3,,67
Jefferson,C108,John A Yarmuth,U.S. House,3,,506
Jefferson,C108,Gregory Boles,U.S. House,3,,5
Jefferson,C108,Christina O'Connor,State Representative,30,,63
Jefferson,C108,Tom Burch ,State Representative,30,,511
Jefferson,C109,,Ballots Cast,,,217
Jefferson,C109,,Straight Party,,REP,16
Jefferson,C109,,Straight Party,,DEM,138
Jefferson,C109,,Straight Party,,LIB,3
Jefferson,C109,,Straight Party,,AME,4
Jefferson,C109,Vickie Yates B Glisson,U.S. House,3,,23
Jefferson,C109,John A Yarmuth,U.S. House,3,,193
Jefferson,C109,Gregory Boles,U.S. House,3,,1
Jefferson,C109,Christina O'Connor,State Representative,30,,20
Jefferson,C109,Tom Burch ,State Representative,30,,195
Jefferson,C110,,Ballots Cast,,,392
Jefferson,C110,,Straight Party,,REP,4
Jefferson,C110,,Straight Party,,DEM,295
Jefferson,C110,,Straight Party,,LIB,1
Jefferson,C110,,Straight Party,,AME,2
Jefferson,C110,Vickie Yates B Glisson,U.S. House,3,,11
Jefferson,C110,John A Yarmuth,U.S. House,3,,378
Jefferson,C110,Gregory Boles,U.S. House,3,,3
Jefferson,C110,Christina O'Connor,State Representative,30,,15
Jefferson,C110,Tom Burch ,State Representative,30,,376
Jefferson,C111,,Ballots Cast,,,699
Jefferson,C111,,Straight Party,,REP,15
Jefferson,C111,,Straight Party,,DEM,494
Jefferson,C111,,Straight Party,,LIB,2
Jefferson,C111,,Straight Party,,AME,5
Jefferson,C111,Vickie Yates B Glisson,U.S. House,3,,25
Jefferson,C111,John A Yarmuth,U.S. House,3,,662
Jefferson,C111,Gregory Boles,U.S. House,3,,9
Jefferson,C111,Christina O'Connor,State Representative,30,,33
Jefferson,C111,Tom Burch ,State Representative,30,,659
Jefferson,C113,,Ballots Cast,,,205
Jefferson,C113,,Straight Party,,REP,25
Jefferson,C113,,Straight Party,,DEM,95
Jefferson,C113,,Straight Party,,LIB,1
Jefferson,C113,,Straight Party,,AME,4
Jefferson,C113,Vickie Yates B Glisson,U.S. House,3,,52
Jefferson,C113,John A Yarmuth,U.S. House,3,,148
Jefferson,C113,Gregory Boles,U.S. House,3,,3
Jefferson,C113,Christina O'Connor,State Representative,30,,49
Jefferson,C113,Tom Burch ,State Representative,30,,153
Jefferson,C115,,Ballots Cast,,,702
Jefferson,C115,,Straight Party,,REP,94
Jefferson,C115,,Straight Party,,DEM,336
Jefferson,C115,,Straight Party,,LIB,1
Jefferson,C115,,Straight Party,,AME,3
Jefferson,C115,Vickie Yates B Glisson,U.S. House,3,,178
Jefferson,C115,John A Yarmuth,U.S. House,3,,513
Jefferson,C115,Gregory Boles,U.S. House,3,,8
Jefferson,C115,Christina O'Connor,State Representative,30,,183
Jefferson,C115,Tom Burch ,State Representative,30,,510
Jefferson,C122,,Ballots Cast,,,482
Jefferson,C122,,Straight Party,,REP,67
Jefferson,C122,,Straight Party,,DEM,198
Jefferson,C122,,Straight Party,,LIB,2
Jefferson,C122,,Straight Party,,AME,2
Jefferson,C122,Vickie Yates B Glisson,U.S. House,3,,131
Jefferson,C122,John A Yarmuth,U.S. House,3,,337
Jefferson,C122,Gregory Boles,U.S. House,3,,11
Jefferson,C122,Christina O'Connor,State Representative,30,,137
Jefferson,C122,Tom Burch ,State Representative,30,,339
Jefferson,C123,,Ballots Cast,,,313
Jefferson,C123,,Straight Party,,REP,48
Jefferson,C123,,Straight Party,,DEM,120
Jefferson,C123,,Straight Party,,LIB,1
Jefferson,C123,,Straight Party,,AME,0
Jefferson,C123,Vickie Yates B Glisson,U.S. House,3,,107
Jefferson,C123,John A Yarmuth,U.S. House,3,,200
Jefferson,C123,Gregory Boles,U.S. House,3,,4
Jefferson,C123,Christina O'Connor,State Representative,30,,105
Jefferson,C123,Tom Burch ,State Representative,30,,199
Jefferson,C124,,Ballots Cast,,,724
Jefferson,C124,,Straight Party,,REP,108
Jefferson,C124,,Straight Party,,DEM,204
Jefferson,C124,,Straight Party,,LIB,3
Jefferson,C124,,Straight Party,,AME,3
Jefferson,C124,Vickie Yates B Glisson,U.S. House,3,,282
Jefferson,C124,John A Yarmuth,U.S. House,3,,423
Jefferson,C124,Gregory Boles,U.S. House,3,,13
Jefferson,C124,Christina O'Connor,State Representative,30,,275
Jefferson,C124,Tom Burch ,State Representative,30,,433
Jefferson,C125,,Ballots Cast,,,394
Jefferson,C125,,Straight Party,,REP,46
Jefferson,C125,,Straight Party,,DEM,187
Jefferson,C125,,Straight Party,,LIB,2
Jefferson,C125,,Straight Party,,AME,0
Jefferson,C125,Vickie Yates B Glisson,U.S. House,3,,90
Jefferson,C125,John A Yarmuth,U.S. House,3,,296
Jefferson,C125,Gregory Boles,U.S. House,3,,5
Jefferson,C125,Christina O'Connor,State Representative,30,,82
Jefferson,C125,Tom Burch ,State Representative,30,,308
Jefferson,C126,,Ballots Cast,,,453
Jefferson,C126,,Straight Party,,REP,54
Jefferson,C126,,Straight Party,,DEM,265
Jefferson,C126,,Straight Party,,LIB,2
Jefferson,C126,,Straight Party,,AME,2
Jefferson,C126,Vickie Yates B Glisson,U.S. House,3,,84
Jefferson,C126,John A Yarmuth,U.S. House,3,,363
Jefferson,C126,Gregory Boles,U.S. House,3,,5
Jefferson,C126,Christina O'Connor,State Representative,30,,78
Jefferson,C126,Tom Burch ,State Representative,30,,372
Jefferson,C128,,Ballots Cast,,,150
Jefferson,C128,,Straight Party,,REP,25
Jefferson,C128,,Straight Party,,DEM,33
Jefferson,C128,,Straight Party,,LIB,1
Jefferson,C128,,Straight Party,,AME,0
Jefferson,C128,Vickie Yates B Glisson,U.S. House,3,,66
Jefferson,C128,John A Yarmuth,U.S. House,3,,81
Jefferson,C128,Gregory Boles,U.S. House,3,,3
Jefferson,C128,Christina O'Connor,State Representative,30,,61
Jefferson,C128,Tom Burch ,State Representative,30,,87
Jefferson,C129,,Ballots Cast,,,733
Jefferson,C129,,Straight Party,,REP,80
Jefferson,C129,,Straight Party,,DEM,280
Jefferson,C129,,Straight Party,,LIB,2
Jefferson,C129,,Straight Party,,AME,5
Jefferson,C129,Vickie Yates B Glisson,U.S. House,3,,195
Jefferson,C129,John A Yarmuth,U.S. House,3,,525
Jefferson,C129,Gregory Boles,U.S. House,3,,11
Jefferson,C129,Christina O'Connor,State Representative,30,,185
Jefferson,C129,Tom Burch ,State Representative,30,,540
Jefferson,C130,,Ballots Cast,,,45
Jefferson,C130,,Straight Party,,REP,6
Jefferson,C130,,Straight Party,,DEM,12
Jefferson,C130,,Straight Party,,LIB,0
Jefferson,C130,,Straight Party,,AME,0
Jefferson,C130,Vickie Yates B Glisson,U.S. House,3,,12
Jefferson,C130,John A Yarmuth,U.S. House,3,,32
Jefferson,C130,Gregory Boles,U.S. House,3,,0
Jefferson,C130,Christina O'Connor,State Representative,30,,12
Jefferson,C130,Tom Burch ,State Representative,30,,32
Jefferson,C131,,Ballots Cast,,,312
Jefferson,C131,,Straight Party,,REP,54
Jefferson,C131,,Straight Party,,DEM,101
Jefferson,C131,,Straight Party,,LIB,0
Jefferson,C131,,Straight Party,,AME,1
Jefferson,C131,Vickie Yates B Glisson,U.S. House,3,,115
Jefferson,C131,John A Yarmuth,U.S. House,3,,189
Jefferson,C131,Gregory Boles,U.S. House,3,,5
Jefferson,C131,Christina O'Connor,State Representative,30,,110
Jefferson,C131,Tom Burch ,State Representative,30,,199
Jefferson,C133,,Ballots Cast,,,776
Jefferson,C133,,Straight Party,,REP,101
Jefferson,C133,,Straight Party,,DEM,289
Jefferson,C133,,Straight Party,,LIB,4
Jefferson,C133,,Straight Party,,AME,3
Jefferson,C133,Vickie Yates B Glisson,U.S. House,3,,205
Jefferson,C133,John A Yarmuth,U.S. House,3,,556
Jefferson,C133,Gregory Boles,U.S. House,3,,13
Jefferson,C133,Christina O'Connor,State Representative,30,,219
Jefferson,C133,Tom Burch ,State Representative,30,,537
Jefferson,C134,,Ballots Cast,,,500
Jefferson,C134,,Straight Party,,REP,98
Jefferson,C134,,Straight Party,,DEM,169
Jefferson,C134,,Straight Party,,LIB,1
Jefferson,C134,,Straight Party,,AME,2
Jefferson,C134,Vickie Yates B Glisson,U.S. House,3,,173
Jefferson,C134,John A Yarmuth,U.S. House,3,,318
Jefferson,C134,Gregory Boles,U.S. House,3,,6
Jefferson,C134,Christina O'Connor,State Representative,30,,166
Jefferson,C134,Tom Burch ,State Representative,30,,327
Jefferson,C135,,Ballots Cast,,,514
Jefferson,C135,,Straight Party,,REP,83
Jefferson,C135,,Straight Party,,DEM,177
Jefferson,C135,,Straight Party,,LIB,0
Jefferson,C135,,Straight Party,,AME,4
Jefferson,C135,Vickie Yates B Glisson,U.S. House,3,,176
Jefferson,C135,John A Yarmuth,U.S. House,3,,324
Jefferson,C135,Gregory Boles,U.S. House,3,,9
Jefferson,C135,Christina O'Connor,State Representative,30,,171
Jefferson,C135,Tom Burch ,State Representative,30,,332
Jefferson,C136,,Ballots Cast,,,334
Jefferson,C136,,Straight Party,,REP,56
Jefferson,C136,,Straight Party,,DEM,118
Jefferson,C136,,Straight Party,,LIB,1
Jefferson,C136,,Straight Party,,AME,2
Jefferson,C136,Vickie Yates B Glisson,U.S. House,3,,118
Jefferson,C136,John A Yarmuth,U.S. House,3,,212
Jefferson,C136,Gregory Boles,U.S. House,3,,3
Jefferson,C136,Christina O'Connor,State Representative,30,,112
Jefferson,C136,Tom Burch ,State Representative,30,,213
Jefferson,C137,,Ballots Cast,,,502
Jefferson,C137,,Straight Party,,REP,84
Jefferson,C137,,Straight Party,,DEM,146
Jefferson,C137,,Straight Party,,LIB,1
Jefferson,C137,,Straight Party,,AME,1
Jefferson,C137,Vickie Yates B Glisson,U.S. House,3,,167
Jefferson,C137,John A Yarmuth,U.S. House,3,,321
Jefferson,C137,Gregory Boles,U.S. House,3,,9
Jefferson,C137,Christina O'Connor,State Representative,30,,169
Jefferson,C137,Tom Burch ,State Representative,30,,328
Jefferson,C138,,Ballots Cast,,,369
Jefferson,C138,,Straight Party,,REP,54
Jefferson,C138,,Straight Party,,DEM,96
Jefferson,C138,,Straight Party,,LIB,0
Jefferson,C138,,Straight Party,,AME,1
Jefferson,C138,Vickie Yates B Glisson,U.S. House,3,,114
Jefferson,C138,John A Yarmuth,U.S. House,3,,247
Jefferson,C138,Gregory Boles,U.S. House,3,,6
Jefferson,C138,Christina O'Connor,State Representative,30,,117
Jefferson,C138,Tom Burch ,State Representative,30,,238
Jefferson,C139,,Ballots Cast,,,9
Jefferson,C139,,Straight Party,,REP,4
Jefferson,C139,,Straight Party,,DEM,2
Jefferson,C139,,Straight Party,,LIB,0
Jefferson,C139,,Straight Party,,AME,0
Jefferson,C139,Vickie Yates B Glisson,U.S. House,3,,6
Jefferson,C139,John A Yarmuth,U.S. House,3,,3
Jefferson,C139,Gregory Boles,U.S. House,3,,0
Jefferson,C139,Christina O'Connor,State Representative,30,,6
Jefferson,C139,Tom Burch ,State Representative,30,,3
Jefferson,C141,,Ballots Cast,,,304
Jefferson,C141,,Straight Party,,REP,29
Jefferson,C141,,Straight Party,,DEM,152
Jefferson,C141,,Straight Party,,LIB,2
Jefferson,C141,,Straight Party,,AME,3
Jefferson,C141,Vickie Yates B Glisson,U.S. House,3,,75
Jefferson,C141,John A Yarmuth,U.S. House,3,,223
Jefferson,C141,Gregory Boles,U.S. House,3,,4
Jefferson,C141,Christina O'Connor,State Representative,30,,69
Jefferson,C141,Tom Burch ,State Representative,30,,229
Jefferson,C142,,Ballots Cast,,,446
Jefferson,C142,,Straight Party,,REP,48
Jefferson,C142,,Straight Party,,DEM,226
Jefferson,C142,,Straight Party,,LIB,2
Jefferson,C142,,Straight Party,,AME,0
Jefferson,C142,Vickie Yates B Glisson,U.S. House,3,,82
Jefferson,C142,John A Yarmuth,U.S. House,3,,360
Jefferson,C142,Gregory Boles,U.S. House,3,,2
Jefferson,C142,Christina O'Connor,State Representative,30,,85
Jefferson,C142,Tom Burch ,State Representative,30,,353
Jefferson,C143,,Ballots Cast,,,106
Jefferson,C143,,Straight Party,,REP,26
Jefferson,C143,,Straight Party,,DEM,35
Jefferson,C143,,Straight Party,,LIB,0
Jefferson,C143,,Straight Party,,AME,1
Jefferson,C143,Vickie Yates B Glisson,U.S. House,3,,41
Jefferson,C143,John A Yarmuth,U.S. House,3,,62
Jefferson,C143,Gregory Boles,U.S. House,3,,3
Jefferson,C143,Christina O'Connor,State Representative,30,,41
Jefferson,C143,Tom Burch ,State Representative,30,,65
Jefferson,C144,,Ballots Cast,,,60
Jefferson,C144,,Straight Party,,REP,10
Jefferson,C144,,Straight Party,,DEM,11
Jefferson,C144,,Straight Party,,LIB,0
Jefferson,C144,,Straight Party,,AME,0
Jefferson,C144,Vickie Yates B Glisson,U.S. House,3,,32
Jefferson,C144,John A Yarmuth,U.S. House,3,,28
Jefferson,C144,Gregory Boles,U.S. House,3,,0
Jefferson,C144,Christina O'Connor,State Representative,30,,31
Jefferson,C144,Tom Burch ,State Representative,30,,28
Jefferson,C145,,Ballots Cast,,,140
Jefferson,C145,,Straight Party,,REP,33
Jefferson,C145,,Straight Party,,DEM,50
Jefferson,C145,,Straight Party,,LIB,4
Jefferson,C145,,Straight Party,,AME,2
Jefferson,C145,Vickie Yates B Glisson,U.S. House,3,,62
Jefferson,C145,John A Yarmuth,U.S. House,3,,76
Jefferson,C145,Gregory Boles,U.S. House,3,,2
Jefferson,C145,Christina O'Connor,State Representative,30,,55
Jefferson,C145,Tom Burch ,State Representative,30,,84
Jefferson,C146,,Ballots Cast,,,0
Jefferson,C146,,Straight Party,,REP,0
Jefferson,C146,,Straight Party,,DEM,0
Jefferson,C146,,Straight Party,,LIB,0
Jefferson,C146,,Straight Party,,AME,0
Jefferson,C146,Vickie Yates B Glisson,U.S. House,3,,0
Jefferson,C146,John A Yarmuth,U.S. House,3,,0
Jefferson,C146,Gregory Boles,U.S. House,3,,0
Jefferson,C146,Christina O'Connor,State Representative,30,,0
Jefferson,C146,Tom Burch ,State Representative,30,,0
Jefferson,C147,,Ballots Cast,,,1
Jefferson,C147,,Straight Party,,REP,0
Jefferson,C147,,Straight Party,,DEM,1
Jefferson,C147,,Straight Party,,LIB,0
Jefferson,C147,,Straight Party,,AME,0
Jefferson,C147,Vickie Yates B Glisson,U.S. House,3,,0
Jefferson,C147,John A Yarmuth,U.S. House,3,,1
Jefferson,C147,Gregory Boles,U.S. House,3,,0
Jefferson,C147,Christina O'Connor,State Representative,30,,0
Jefferson,C147,Tom Burch ,State Representative,30,,1
Jefferson,C148,,Ballots Cast,,,25
Jefferson,C148,,Straight Party,,REP,6
Jefferson,C148,,Straight Party,,DEM,6
Jefferson,C148,,Straight Party,,LIB,0
Jefferson,C148,,Straight Party,,AME,0
Jefferson,C148,Vickie Yates B Glisson,U.S. House,3,,10
Jefferson,C148,John A Yarmuth,U.S. House,3,,15
Jefferson,C148,Gregory Boles,U.S. House,3,,0
Jefferson,C148,Christina O'Connor,State Representative,30,,8
Jefferson,C148,Tom Burch ,State Representative,30,,17
Jefferson,C149,,Ballots Cast,,,11
Jefferson,C149,,Straight Party,,REP,3
Jefferson,C149,,Straight Party,,DEM,1
Jefferson,C149,,Straight Party,,LIB,0
Jefferson,C149,,Straight Party,,AME,0
Jefferson,C149,Vickie Yates B Glisson,U.S. House,3,,10
Jefferson,C149,John A Yarmuth,U.S. House,3,,1
