county,precinct,precinct_name,registered_dems,registered_reps,registered_other,registered_males,registered_females,registered_total
CAMPBELL,B402,FT THOMAS B,442,567,106,537,578,1115
CAMPBELL,B403,FT THOMAS C,372,492,115,468,511,979
CAMPBELL,B405,FT THOMAS E,277,439,104,373,447,820
CAMPBELL,B406,FT THOMAS F,223,267,60,277,273,550
CAMPBELL,B408,FT THOMAS H,298,413,108,382,437,819
CAMPBELL,B409,FT THOMAS K,253,374,64,317,374,691
CAMPBELL,B410,FT THOMAS L,249,353,94,337,359,696
CAMPBELL,B411,FT THOMAS M,222,277,82,277,304,581
CAMPBELL,B412,FT THOMAS N,232,359,75,317,349,666
CAMPBELL,B414,FT THOMAS P,481,450,123,506,547,1054
CAMPBELL,B415,FT THOMAS I,392,408,115,409,506,915
CAMPBELL,B416,FT THOMAS J,306,402,100,379,429,808
CAMPBELL,B705,COLD SPRING E,293,345,92,377,353,730
CAMPBELL,B906,CAMP SPRINGS,355,346,89,393,397,790
CAMPBELL,B907,ROSS,283,365,79,370,357,727
CAMPBELL,B910,MELBOURNE,334,222,69,284,341,625
CAMPBELL,B912,SILVER GROVE,367,266,78,343,368,711
CAMPBELL,C301,NEWPORT A,628,331,176,564,571,1135
CAMPBELL,C302,NEWPORT B,420,294,136,422,428,850
CAMPBELL,C303,NEWPORT C,587,185,130,351,551,902
CAMPBELL,C304,NEWPORT D,424,198,103,334,391,725
CAMPBELL,C305,NEWPORT E,475,210,128,360,453,813
CAMPBELL,C306,NEWPORT F,468,209,126,385,417,803
CAMPBELL,C307,NEWPORT G,381,225,127,340,392,733
CAMPBELL,C308,NEWPORT H,480,324,133,411,525,937
CAMPBELL,C309,NEWPORT I,489,369,118,441,535,976
CAMPBELL,C310,NEWPORT J,476,288,103,435,432,867
CAMPBELL,C311,NEWPORT K,407,254,81,340,402,742
CAMPBELL,C418,FT THOMAS R,493,498,145,552,584,1136
CAMPBELL,C419,FT THOMAS S,376,483,116,407,568,975
CAMPBELL,C501,SOUTHGATE A,341,296,97,349,385,734
CAMPBELL,C502,SOUTHGATE B,440,370,105,401,513,915
CAMPBELL,C503,SOUTHGATE C,141,165,35,161,180,341
CAMPBELL,C504,SOUTHGATE D,332,265,83,285,395,680
CAMPBELL,C601,HIGHLAND HTS A,265,230,81,250,326,576
CAMPBELL,C602,HIGHLAND HTS B,345,338,114,409,388,797
CAMPBELL,C603,HIGHLAND HTS C,311,275,73,296,363,659
CAMPBELL,C604,HIGHLAND HTS D,143,131,42,140,176,316
CAMPBELL,C605,HIGHLAND HTS E,678,619,141,605,833,1438
CARLISLE,A101,WEST BARDWELL,556,104,17,321,356,677
CARLISLE,A102,NORTH BARDWELL,482,132,18,265,367,632
CARLISLE,B101,CUNNINGHAM,671,231,26,457,471,928
CARLISLE,B102,KIRBYTON,325,90,7,213,209,422
CARLISLE,C101,MILBURN,459,76,10,271,274,545
CARLISLE,C102,ARLINGTON,625,100,23,339,409,748
CARROLL,A101,COUNTY GARAGE,529,86,26,332,309,641
CARROLL,A102,WEST SIDE FIRE DEPT,743,137,42,458,464,922
CARROLL,A103,CARROLL CO. PUBLIC LIBRAR,593,124,42,351,408,759
CARROLL,B101,CITY BUILDING FRONT ENT.,496,66,20,258,324,582
CARROLL,B102,CITY BUILDING REAR ENT.,680,102,36,360,458,818
CARROLL,B103,MASONS BUILDING,509,80,32,283,338,621
CARROLL,B104,WORTHVILLE TOWN HALL,385,86,31,249,253,502
CARROLL,C101,WORTHVILLE FIRE DEPT.,166,37,9,101,111,212
CARROLL,C102,SANDERS FIRE DEPARTMENT,300,32,11,175,168,343
CARROLL,C103,GHENT FIRE DEPT.,553,122,42,371,346,717
CARROLL,C104,AIRPORT RD FIRE DEPT.,1038,232,84,657,697,1354
CARTER,A101,BUFFALO,406,383,42,419,412,831
CARTER,A102,COURTHOUSE,567,403,69,488,551,1039
CARTER,A103,GREGORYVILLE,266,137,27,222,208,430
CARTER,A104,IRON HILL,269,189,25,248,234,483
CARTER,A105,OAKLAND,583,606,94,622,661,1283
CARTER,B101,EAST GRAYSON/STINSON,662,325,48,472,563,1035
CARTER,B102,NORTH MIDLAND TRAIL,365,213,45,296,327,623
CARTER,B103,SOUTH MIDLAND TRAIL,426,305,41,349,423,772
CARTER,B104,STOVALL,390,234,33,309,348,657
CARTER,B105,NORTH RUSH,333,162,29,254,270,524
CARTER,B106,SOUTH RUSH,547,329,52,444,484,928
CARTER,C101,ALPHA HALL,705,338,62,545,560,1105
CARTER,C102,DENTON,187,85,19,148,143,291
CARTER,C103,HITCHINS,736,338,57,565,566,1131
CARTER,C104,PLEASANT HILL,324,82,32,218,220,438
CARTER,C105,WILLARD,528,238,33,404,395,799
CARTER,D101,CEDAR GROVE,434,184,47,330,335,665
CARTER,D102,EAGLE HALL,380,170,26,272,304,576
CARTER,D103,GRAHN,475,133,32,320,320,640
CARTER,D104,PLEASENT VALLEY,444,155,27,288,338,626
CARTER,D105,SOLDIER,461,130,32,323,300,623
CARTER,E101,BRICKYARD,196,120,17,150,183,333
CARTER,E102,CLARK HILL,197,114,22,157,176,333
CARTER,E103,OLIVE HILL COURTHOUSE,361,231,28,272,348,620
CARTER,E104,SMOKEY VALLEY,527,421,54,471,531,1002
CARTER,E105,UPPER TYGART,558,471,58,530,557,1087
CASEY,A101,CASEY 1,126,717,22,439,426,865
CASEY,A102,CASEY 2,95,396,11,247,255,502
CASEY,A103,CASEY 3,122,548,11,339,342,681
CASEY,A104,LIBERTY A,80,360,13,210,243,453
CASEY,B101,CASEY 4,205,599,21,404,421,825
CASEY,B102,CASEY 5,155,687,14,421,435,856
CASEY,B103,CASEY 6,190,764,21,475,500,975
CASEY,B104,CASEY 7,163,347,19,277,252,529
CASEY,C101,CASEY 8,227,1080,37,639,705,1344
CASEY,C102,CASEY 9,75,458,14,273,274,547
CASEY,C103,LIBERTY B,146,386,12,230,314,544
CASEY,D101,CASEY 10,160,706,26,455,437,892
CASEY,D102,CASEY 11,113,390,17,236,284,520
CASEY,D103,CASEY 12,152,732,25,442,467,909
CASEY,D104,LIBERTY C,61,205,7,117,156,273
CHRISTIAN,A101,COURTHOUSE,341,95,41,210,267,477
CHRISTIAN,A102,BELMONT #1,621,87,44,299,453,752
CHRISTIAN,A103,WALNUT ST. CENTER #1,431,63,23,227,290,517
CHRISTIAN,A104,WALNUT STREET CENTER #2,633,66,39,307,431,738
CHRISTIAN,A105,BELMONT #2,330,113,34,217,260,477
CHRISTIAN,A106,BELMONT #3,476,140,62,299,379,678
CHRISTIAN,B101,CCMS #1,1195,377,112,703,981,1684
CHRISTIAN,B102,CCMS #2,1137,329,102,648,920,1568
CHRISTIAN,B103,NEW PALESTINE BAPT CHURCH,542,345,62,469,480,949
CHRISTIAN,B104,LIFE TABERNACLE #1,373,186,58,285,332,617
CHRISTIAN,C101,RECREATION DEPARTMENT,534,185,52,332,439,771
CHRISTIAN,C102,SENIOR CITIZENS CENTER,369,110,43,212,310,522
CHRISTIAN,C103,FRIENDSHIP HOUSE 1,607,237,56,346,554,900
CHRISTIAN,C104,NEW WORK FELLOWSHIP,399,271,47,351,366,717
CHRISTIAN,C105,SINKING FORK SCHOOL,1070,612,93,883,892,1775
CHRISTIAN,C106,MILLBROOKE SCHOOL #1,555,352,63,424,546,970
CHRISTIAN,D101,INDIAN HILLS #1,599,320,48,431,536,967
CHRISTIAN,D102,INDIAN HILLS #2,568,344,71,446,537,983
CHRISTIAN,D103,HMS #1,508,369,44,431,490,921
CHRISTIAN,D104,SOUTH CHRISTIAN,320,262,35,304,313,617
CHRISTIAN,D105,LAFAYETTE,254,122,25,204,197,401
CHRISTIAN,D106,LIVING HOPE BAPTIST,215,176,24,203,212,415
CHRISTIAN,D107,MILLBROOKE SCHOOL #2,686,414,87,520,667,1187
CHRISTIAN,E101,PENNYRILE RURAL ELEC #1,290,102,46,181,257,438
CHRISTIAN,E102,PENNYRILE RURAL ELEC #2,308,156,46,208,302,510
CHRISTIAN,E103,LILLY HALL #1,650,402,104,504,652,1156
CHRISTIAN,E104,HMS #2,698,338,89,492,633,1125
CHRISTIAN,E105,HOLIDAY PARK,465,225,52,351,391,742
CHRISTIAN,E106,LILLY HALL #2,504,266,76,384,462,846
CHRISTIAN,F101,LAKEVIEW BAPTIST CHURCH,244,104,15,187,176,363
CHRISTIAN,F102,PEMBROKE,668,305,71,504,540,1044
CHRISTIAN,F103,SALEM BAPTIST,186,131,29,164,182,346
CHRISTIAN,F104,OAK GROVE EAST,1372,1196,417,1273,1712,2985
CHRISTIAN,G101,SOUTHSIDE,442,328,40,378,432,810
CHRISTIAN,G102,HILLCREST BAPTIST CHURCH,440,111,43,253,341,594
CHRISTIAN,G103,AG EXT. OFFICE,313,129,29,226,245,471
CHRISTIAN,G104,MURRAY STATE CITY,662,543,96,589,712,1301
CHRISTIAN,G105,OAK GROVE WEST,2487,2113,1003,2363,3240,5603
CHRISTIAN,G106,MURRAY STATE COUNTY,463,343,57,415,448,863
CHRISTIAN,H101,LIFE TABERNACLE #2,511,248,71,414,416,830
CHRISTIAN,H102,CROFTON,1026,505,88,740,879,1619
CHRISTIAN,H103,CONCORD SOUTH,400,113,45,236,322,558
CHRISTIAN,H104,CONCORD NORTH,425,274,40,348,391,739
CHRISTIAN,H105,LACY,795,418,79,638,654,1292
CLARK,A101,BECKNERVILLE,702,564,90,660,696,1356
CLARK,A102,RENICK,1166,625,171,886,1076,1962
CLARK,A103,SPHAR,1193,744,147,942,1142,2084
CLARK,A104,STONEYBROOK,645,450,68,541,622,1163
CLARK,A105,VANMETER,638,380,82,543,557,1100
CLARK,A106,VICTORY,739,300,73,491,621,1112
CLARK,B101,BOONESBORO,550,313,44,431,476,907
CLARK,B102,CALMES,502,360,41,430,473,903
CLARK,B103,FOREST GROVE,773,356,80,623,586,1209
CLARK,B104,GOODES,554,271,62,453,434,887
CLARK,B105,HAMPTON,642,336,70,490,558,1048
CLARK,B106,MCCLURE,381,198,31,284,326,610
CLARK,B107,MT. VERNON,604,340,118,481,581,1062
CLARK,B108,PINCHEM,588,302,58,503,445,948
CLARK,B109,SUNSET,383,209,43,308,327,635
CLARK,B110,WINCHESTER,287,202,35,247,277,524
CLARK,C101,CITY HALL,409,84,40,227,306,533
CLARK,C102,ECTON,645,369,66,525,555,1080
CLARK,C103,FAIRFAX,321,181,52,272,282,554
CLARK,C104,FRANKLIN,647,295,72,488,526,1014
CLARK,C105,GARNER,463,194,81,342,396,738
CLARK,C106,KIDDVILLE,793,378,70,644,597,1241
CLARK,C107,MT. ABBOTT,355,127,49,260,271,531
CLARK,C108,NORTH WINCHESTER,414,90,46,231,319,550
CLARK,C109,SOUTH PARK,664,322,103,498,591,1089
CLARK,C110,WADES MILL,615,390,61,510,556,1066
CLAY,A101,MANCHESTER,175,604,24,356,447,803
CLAY,A106,GARRARD,160,1122,10,628,664,1292
CLAY,A107,EAST MANCHESTER,81,332,12,189,236,425
CLAY,B101,BIG CREEK,111,855,24,497,493,990
CLAY,B103,HARTS BRANCH,188,478,6,315,357,672
CLAY,B104,GREENBRIAR,107,737,15,421,438,859
CLAY,C101,ALLEN,46,299,10,169,186,355
CLAY,C102,ONEIDA,93,698,24,414,401,815
CLAY,C103,SOUTH FORK,71,420,13,269,235,504
CLAY,D102,FLAT CREEK,73,354,12,218,221,439
CLAY,D103,GOOSE ROCK,68,549,8,314,311,625
CLAY,D104,BRIGHT SHADE,69,664,9,367,375,742
CLAY,E101,HORSE CREEK,77,500,8,303,282,585
CLAY,E102,PIGEON ROOST,90,483,12,303,282,585
CLAY,E103,PORTERSBURG,110,589,22,350,371,721
CLAY,E104,WHITES BRANCH,115,626,12,358,395,753
CLAY,F101,FOGERTOWN,87,654,21,391,371,762
CLAY,F102,BURNING SPRINGS,91,848,13,477,475,952
CLAY,F103,PIN HOOK,109,682,22,389,424,813
CLAY,F104,SEXTONS CREEK,103,804,16,467,456,923
CLINTON,A101,NORTH ALBANY,102,489,7,273,325,598
CLINTON,A104,EAST ALBANY,97,463,4,251,313,564
CLINTON,B101,HAYES-MAUPIN,133,568,6,355,352,707
CLINTON,B102,NORA,93,400,8,251,250,501
CLINTON,C101,PINEY WOODS,130,445,6,285,296,581
CLINTON,C102,SNOW-SEVENTY SIX,67,286,0,170,183,353
CLINTON,C103,SNOW,111,421,9,265,276,541
CLINTON,D101,NEATHERY-CAVE SPRINGS,60,394,13,233,234,467
CLINTON,D102,HIGHWAY,94,543,11,323,325,648
CLINTON,E101,ILLWILL,131,445,5,285,296,581
CLINTON,E102,SPECK,108,464,14,291,295,586
CLINTON,F101,WEST ALBANY,105,467,16,262,326,588
CLINTON,F102,SOUTH ALBANY,122,613,8,350,393,743
CRITTENDEN,A101,MARION #2,240,253,43,244,292,536
CRITTENDEN,A102,ROSEBUD # 11,225,173,30,215,213,428
CRITTENDEN,B101,SHERIDAN # 9,320,345,24,353,336,689
CRITTENDEN,B102,TOLU #10,222,187,18,216,211,427
CRITTENDEN,C101,MARION #1,391,310,70,344,427,771
CRITTENDEN,C102,FORDS FERRY # 5,97,62,10,87,82,169
CRITTENDEN,D101,MARION #4,342,377,40,364,395,759
CRITTENDEN,D102,FRANCES # 8,118,106,25,117,132,249
CRITTENDEN,E101,FRANCES #7,331,241,35,305,302,607
CRITTENDEN,E102,MARION #6,299,330,34,324,339,663
CRITTENDEN,F101,MARION #3,350,390,56,344,452,796
CRITTENDEN,F102,SHADY GROVE #12,175,109,16,155,145,300
CUMBERLAND,A101,UPPER BURKESVILLE,135,670,22,372,455,827
CUMBERLAND,A102,RENOX,88,581,24,348,345,693
CUMBERLAND,B101,LOWER BURKESVILLE,89,363,10,209,253,462
CUMBERLAND,B102,SMITH GROVE,53,267,17,164,173,337
CUMBERLAND,B103,CARVER,65,409,4,234,244,478
CUMBERLAND,C101,KETTLE,97,415,19,260,271,531
CUMBERLAND,C102,SPEARS,134,462,28,307,317,624
CUMBERLAND,D101,GRIDER,106,599,23,352,376,728
CUMBERLAND,D102,MARROWBONE,86,422,17,253,272,525
DAVIESS,A101,OWENSBORO #1,426,159,55,280,360,640
DAVIESS,A102,OWENSBORO #2,527,207,68,383,419,802
DAVIESS,A103,OWENSBORO #3,713,299,108,470,650,1120
DAVIESS,A104,OWENSBORO #4,673,327,90,482,608,1090
DAVIESS,A105,OWENSBORO #5,574,308,47,426,503,929
DAVIESS,A106,OWENSBORO #6,626,250,87,487,476,963
DAVIESS,A107,OWENSBORO #7,410,130,79,269,350,619
DAVIESS,A108,OWENSBORO #8,267,159,32,202,256,458
DAVIESS,A109,OWENSBORO #9,560,281,82,449,474,923
DAVIESS,A110,OWENSBORO #10,423,223,42,325,363,688
DAVIESS,A111,OWENSBORO #11,535,347,74,415,541,956
DAVIESS,A112,OWENSBORO #12,546,113,49,304,404,708
DAVIESS,A113,OWENSBORO #13,356,132,55,253,290,543
DAVIESS,A114,OWENSBORO #14,700,184,93,408,568,977
DAVIESS,A115,OWENSBORO #15,574,501,47,539,583,1122
DAVIESS,A116,OWENSBORO #16,610,305,70,417,568,985
DAVIESS,A118,OWENSBORO #18,453,172,75,325,375,700
DAVIESS,A119,OWENSBORO #19,597,279,92,378,590,968
DAVIESS,A120,OWENSBORO #20,519,246,75,396,444,840
DAVIESS,A121,OWENSBORO #21,435,189,44,304,364,668
DAVIESS,A122,OWENSBORO #22,255,101,27,130,253,383
DAVIESS,A123,OWENSBORO #23,394,177,46,246,371,617
DAVIESS,A124,OWENSBORO #24,553,289,52,406,488,894
DAVIESS,A125,OWENSBORO #25,297,234,31,264,298,562
DAVIESS,A126,OWENSBORO #26,461,263,38,354,408,762
DAVIESS,A127,OWENSBORO #27,447,221,46,322,392,714
DAVIESS,A128,OWENSBORO #28,371,198,34,272,331,603
DAVIESS,A129,OWENSBORO #29,376,185,35,276,320,596
DAVIESS,A130,OWENSBORO #30,440,228,59,336,391,727
DAVIESS,A131,OWENSBORO #31,427,199,27,302,351,653
DAVIESS,A132,OWENSBORO #32,527,267,58,387,465,852
DAVIESS,A133,OWENSBORO #33,355,201,38,271,323,594
DAVIESS,A134,OWENSBORO #34,462,263,31,347,409,756
DAVIESS,A135,OWENSBORO #35,362,130,30,233,289,522
DAVIESS,A136,OWENSBORO #36,426,189,38,298,355,653
DAVIESS,A137,OWENSBORO #37,470,209,41,318,402,720
DAVIESS,A138,OWENSBORO #38,427,205,58,309,381,690
DAVIESS,A139,OWENSBORO #39,582,365,52,459,540,999
DAVIESS,A140,OWENSBORO #40,395,207,46,315,333,648
DAVIESS,A141,OWENSBORO #41,442,359,58,394,465,859
DAVIESS,A142,OWENSBORO #42,778,195,104,458,619,1077
DAVIESS,A143,OWENSBORO #43,572,283,97,397,555,952
DAVIESS,A144,OWENSBORO #44,446,233,54,341,392,733
DAVIESS,A145,OWENSBORO #45,264,142,29,213,222,435
DAVIESS,A146,OWENSBORO #46,453,349,37,400,439,839
DAVIESS,A147,OWENSBORO #47,550,257,59,380,486,866
DAVIESS,A148,OWENSBORO #48,423,280,53,328,428,756
DAVIESS,B101,SOUTHTOWN,697,376,83,516,640,1156
DAVIESS,B102,NORTHTOWN,887,560,91,759,779,1538
DAVIESS,B103,ROME,346,154,38,265,273,538
DAVIESS,B104,WESTSIDE,593,252,62,421,486,907
DAVIESS,B105,NORTH BRIDGE-FISHER,128,62,6,95,101,196
DAVIESS,C101,SORGHO,661,347,46,524,530,1054
DAVIESS,C102,STANLEY,518,206,45,383,386,769
DAVIESS,D102,SAINT JOSEPH,514,142,25,297,384,681
DAVIESS,D103,WEST LOUISVILLE,294,103,23,219,201,420
DAVIESS,E101,SNYDER,613,289,55,479,478,957
DAVIESS,E102,PLEASANT RIDGE,560,363,77,500,500,1000
DAVIESS,E103,UTICA EAST,373,197,26,294,302,596
DAVIESS,E104,UTICA WEST,313,189,29,260,271,531
DAVIESS,F101,WHITESVILLE SOUTH,680,329,74,526,557,1083
DAVIESS,F102,MASONVILLE,645,377,78,531,569,1100
DAVIESS,F103,HABIT,593,302,43,465,473,938
DAVIESS,F104,WHITESVILLE NORTH,490,191,57,357,381,738
DAVIESS,G101,KNOTTSVILLE SOUTH,451,163,20,326,308,634
DAVIESS,G102,MACEO,573,258,82,435,478,913
DAVIESS,G103,YELVINGTON SOUTH,437,205,47,350,339,689
DAVIESS,G104,KNOTTSVILLE NORTH,591,211,44,444,402,846
DAVIESS,G105,YELVINGTON NORTH,313,151,37,254,247,501
DAVIESS,H101,FIELDS,430,323,43,397,399,796
DAVIESS,H102,NORTH SEVEN HILLS,608,447,55,526,584,1110
DAVIESS,H103,PHILPOT WEST,569,399,69,527,510,1037
DAVIESS,H104,LOCKHART,409,332,40,384,397,781
DAVIESS,H105,TOLLGATE,523,294,69,418,468,886
DAVIESS,H106,RIVERVIEW,386,196,68,311,339,650
DAVIESS,H107,ENSOR,488,291,43,409,413,822
DAVIESS,H108,SOUTH SEVEN HILLS,746,778,86,793,817,1610
DAVIESS,H109,THOROBRED EAST,349,289,35,310,363,673
DAVIESS,H110,PHILPOT EAST,254,159,23,225,211,436
DAVIESS,H111,GRAHAM,730,384,109,587,636,1223
DAVIESS,H112,PLEASANT VALLEY,533,391,51,489,486,975
DAVIESS,H113,WINDRIDGE,348,211,33,278,314,592
DAVIESS,H114,THOROBRED WEST,301,201,19,250,271,521
DAVIESS,H115,HEARTLANDS,837,709,104,716,934,1650
EDMONSON,A101,WINGFIELD FIRE DEPT.,219,433,24,335,341,676
EDMONSON,A102,S. EDMONSON ELEMENTARY,344,686,25,499,556,1055
EDMONSON,B101,BROWNSVILLE FIRE DEPT.,181,510,19,342,368,710
EDMONSON,B102,EDMONSON CO HIGH SCHOOL,119,301,10,198,232,430
EDMONSON,C101,CHALYBEATE FIRE DEPT.,166,420,26,297,315,612
EDMONSON,C102,ROCKY HILL FIRE DEPT.,283,500,63,392,454,846
EDMONSON,D101,KYROCK FIRE DEPT.,374,939,43,678,678,1356
EDMONSON,E101,LINCOLN FIRE DEPT.,527,700,100,768,559,1327
EDMONSON,E102,KYROCK ELEMENTARY SCHOOL,131,231,9,174,197,371
EDMONSON,F101,BEAR CREEK FIRE DEPT.,497,762,28,633,654,1287
ELLIOTT,A101,SANDY HOOK NO. 1,635,37,16,306,382,688
ELLIOTT,B101,SANDY HOOK NO. 2,596,22,6,294,330,624
ELLIOTT,C101,WALNUT GROVE NO. 3,724,35,26,390,395,785
ELLIOTT,D101,MOCASSIN NO. 4,918,45,21,495,489,984
ELLIOTT,E101,CRACKNERNECK NO. 5,608,21,8,318,319,637
ELLIOTT,F101,BRUIN NO. 6,562,26,13,305,296,601
ELLIOTT,G101,ISONVILLE NO. 7,650,29,14,336,357,693
ESTILL,A101,COURTHOUSE,136,189,16,138,203,341
ESTILL,A102,SCHOOLHOUSE,232,272,25,239,290,529
ESTILL,A103,WEST LAWN,166,228,26,200,220,420
ESTILL,A104,ESTILL SPRINGS,224,297,30,241,310,551
ESTILL,A105,RAVENNA,201,234,22,206,251,457
ESTILL,A106,WEST IRVINE,371,463,29,406,457,863
ESTILL,B102,WHITE OAK,356,499,38,437,456,893
ESTILL,B103,MILLERS CREEK,154,341,37,284,248,532
ESTILL,B104,COW CREEK,140,279,9,218,210,428
ESTILL,B105,FORKS,600,474,71,585,560,1145
ESTILL,B106,BARNES MT.,141,307,20,252,216,468
ESTILL,C103,CEDAR GROVE,436,532,64,515,517,1032
ESTILL,C104,RED LICK,326,454,48,427,401,828
ESTILL,C105,SOUTH IRVINE,266,384,33,355,328,683
ESTILL,C106,DROWNING CREEK,583,451,40,502,572,1074
FAYETTE,A101,ALEXANDRIA,288,164,53,214,291,505
FAYETTE,A102,BARKER,395,210,59,301,363,664
FAYETTE,A103,BEAUMONT,354,265,62,310,371,681
FAYETTE,A104,BELL SCHOOL HOUSE,409,354,86,402,447,849
FAYETTE,A106,CARDINAL VALLEY,302,128,41,204,267,471
FAYETTE,A108,DONERAIL,128,151,22,147,154,301
FAYETTE,A109,DOUGLAS-WASHINGTON,822,77,64,390,573,963
FAYETTE,A111,FAIRLAWN,510,209,102,373,448,821
FAYETTE,A113,GARDEN SPRINGS,378,255,69,321,381,702
FAYETTE,A114,GIBSON PARK,326,202,77,292,313,605
FAYETTE,A115,GREEN ACRES,681,61,46,337,451,788
FAYETTE,A116,TRAILSIDE,249,228,55,258,274,532
FAYETTE,A117,HAMPTON COURT,510,152,81,375,368,743
FAYETTE,A118,HOLIDAY HILLS,430,222,62,333,381,714
FAYETTE,A120,JULIUS MARKS,592,105,84,394,387,781
FAYETTE,A121,KEYS,346,144,61,251,300,551
FAYETTE,A123,LANE ALLEN,365,256,74,327,368,695
FAYETTE,A126,MARLBORO,532,71,50,284,369,653
FAYETTE,A128,MEADOWTHORPE,448,253,68,344,425,769
FAYETTE,A130,OAKWOOD,399,21,30,188,262,450
FAYETTE,A131,OXFORD,358,173,52,264,319,583
FAYETTE,A132,PINE MEADOWS,425,250,63,336,402,738
FAYETTE,A133,PRESTON INN,486,112,69,314,353,667
FAYETTE,A134,RADCLIFFE,382,112,47,236,305,541
FAYETTE,A135,ST. MARTINS,699,184,94,422,555,977
FAYETTE,A136,SKYCREST,414,232,77,316,407,723
FAYETTE,A138,THE COLONY,449,372,67,423,465,888
FAYETTE,A139,TURFLAND,407,272,73,357,395,752
FAYETTE,A140,VERSAILLES RD,446,183,65,311,383,694
FAYETTE,A143,WEST MAIN,443,151,79,285,388,673
FAYETTE,A144,WINBURN,640,91,54,311,474,785
FAYETTE,A145,WOLF RUN,380,230,78,324,364,688
FAYETTE,A146,TRIANGLE PARK,427,229,75,365,366,731
FAYETTE,A148,ALABAMA,561,118,95,340,434,774
FAYETTE,A149,ASPENDALE-BLUEGRASS,376,70,45,149,342,491
FAYETTE,A150,CAMPSIE,806,181,128,514,601,1115
FAYETTE,A151,CLAYS MILL,285,159,61,229,276,505
FAYETTE,A152,HIGHLANDS,548,203,86,383,454,837
FAYETTE,A155,OHIO-WALNUT,832,122,102,445,611,1056
FAYETTE,A156,PERSHING,340,197,67,268,336,604
FAYETTE,A157,HARRODS HILL,364,319,89,362,410,772
FAYETTE,A158,ARMORY,266,448,54,360,408,768
FAYETTE,A160,MANSION,18,19,3,14,26,40
FAYETTE,A161,COOLAVIN,583,142,98,354,469,823
FAYETTE,A162,VILLAGE,298,89,43,155,275,430
FAYETTE,A163,FAIRGROUNDS,667,152,109,346,582,928
FAYETTE,A164,HOLLOW CREEK,437,58,58,241,312,553
FAYETTE,A165,GRIFFIN GATE,156,160,21,144,193,337
FAYETTE,A166,TWIN OAKS,341,312,76,317,412,729
FAYETTE,A167,PASADENA,256,186,54,234,262,496
FAYETTE,A168,BLUE ACRES,457,169,47,315,358,673
FAYETTE,A169,CASTLEWOOD,545,188,112,402,443,845
FAYETTE,A170,MEADOW LANE,319,127,51,227,270,497
FAYETTE,A171,NORTHERN,432,249,71,334,418,752
FAYETTE,A172,WARFIELD PLACE,507,190,122,390,429,819
FAYETTE,A173,IMPERIAL,463,280,123,492,374,866
FAYETTE,A174,ARLINGTON,254,92,69,180,235,415
FAYETTE,A175,HORSE PARK,113,114,30,132,125,257
FAYETTE,A176,SUNGALE,230,351,53,308,326,634
FAYETTE,A177,PHOENIX PARK,360,176,88,319,305,624
FAYETTE,A178,CAYWOOD,232,101,34,175,192,367
FAYETTE,A179,VALLEY FARM,474,57,51,206,376,582
FAYETTE,A180,BEAUMONT CENTRE,225,229,59,226,287,513
FAYETTE,A181,HEADLEY GREEN,500,276,83,328,531,859
FAYETTE,A182,ASHBROOKE,307,374,77,373,385,758
FAYETTE,A183,SILVER CREEK,362,250,74,303,383,686
FAYETTE,A184,BUNKER,233,217,70,308,212,520
FAYETTE,A185,LAWRENCE,650,296,153,534,565,1099
FAYETTE,A186,TOWERS,344,267,78,308,381,689
FAYETTE,A187,TOWN BRANCH,496,308,111,433,482,915
FAYETTE,A188,DUNBAR,321,371,77,374,395,769
FAYETTE,A189,WESTMORLAND,226,207,38,228,243,471
FAYETTE,A190,GREENWAY,334,289,87,319,391,710
FAYETTE,A191,HOPEWELL PARK,502,356,89,464,483,947
FAYETTE,A192,CARDINAL RUN,344,359,105,400,408,808
FAYETTE,A193,HEMINGWAY,335,427,97,414,445,859
FAYETTE,A194,MAJESTIC VIEW,290,231,56,289,288,577
FAYETTE,A195,PRESCOTT,385,265,75,339,386,725
FAYETTE,A196,STALLION RUN,311,197,53,268,293,561
FAYETTE,A197,VALLEY BROOK,378,257,58,338,355,693
FAYETTE,A198,WHITEBERRY,295,215,47,255,302,557
FAYETTE,A199,FERNDALE,367,189,50,273,333,606
FAYETTE,A200,RED CLOVER,520,309,87,416,500,916
FAYETTE,A201,WINDING OAK,310,206,44,271,289,560
FAYETTE,B101,CLEMENS HTS.,285,318,56,320,339,659
FAYETTE,B102,BARKLEY,402,287,71,330,430,760
FAYETTE,B103,SAYRE VILLAGE,370,295,64,262,467,729
FAYETTE,B104,BRIGADOON,316,269,67,318,334,652
FAYETTE,B105,BROOKHAVEN,408,238,49,311,384,695
FAYETTE,B106,WILDWOOD,367,297,91,346,409,755
FAYETTE,B108,DEERFIELD,339,228,56,279,344,623
FAYETTE,B110,FAIRWAY,332,235,69,311,325,636
FAYETTE,B111,GAINESWAY,618,232,107,289,668,957
FAYETTE,B112,GLENDOVER,267,168,43,213,265,478
FAYETTE,B113,GOODRICH,484,231,117,364,468,832
FAYETTE,B114,HILL-N-DALE,335,169,57,233,328,561
FAYETTE,B117,KEITHSHIRE,362,341,100,390,413,803
FAYETTE,B118,LAFAYETTE,401,256,86,336,407,743
FAYETTE,B119,LAKETOWER,243,138,47,188,240,428
FAYETTE,B120,LANSDOWNE,208,140,37,180,205,385
FAYETTE,B121,LEAWOOD,396,228,100,343,381,724
