precinct,candidate,votes,county,office,district,party
N102,Hillary Clinton,286,Jefferson,President,NA,DEM
N103,Hillary Clinton,670,Jefferson,President,NA,DEM
N104,Hillary Clinton,716,Jefferson,President,NA,DEM
N105,Hillary Clinton,521,Jefferson,President,NA,DEM
N106,Hillary Clinton,629,Jefferson,President,NA,DEM
N107,Hillary Clinton,630,Jefferson,President,NA,DEM
N108,Hillary Clinton,694,Jefferson,President,NA,DEM
N109,Hillary Clinton,466,Jefferson,President,NA,DEM
N110,Hillary Clinton,417,Jefferson,President,NA,DEM
N111,Hillary Clinton,295,Jefferson,President,NA,DEM
N112,Hillary Clinton,362,Jefferson,President,NA,DEM
N113,Hillary Clinton,273,Jefferson,President,NA,DEM
N115,Hillary Clinton,267,Jefferson,President,NA,DEM
N117,Hillary Clinton,413,Jefferson,President,NA,DEM
N124,Hillary Clinton,1,Jefferson,President,NA,DEM
N125,Hillary Clinton,349,Jefferson,President,NA,DEM
N126 - INH,Hillary Clinton,168,Jefferson,President,NA,DEM
N127,Hillary Clinton,38,Jefferson,President,NA,DEM
N128,Hillary Clinton,162,Jefferson,President,NA,DEM
N130,Hillary Clinton,506,Jefferson,President,NA,DEM
N131,Hillary Clinton,263,Jefferson,President,NA,DEM
N134,Hillary Clinton,584,Jefferson,President,NA,DEM
N135,Hillary Clinton,88,Jefferson,President,NA,DEM
N136,Hillary Clinton,259,Jefferson,President,NA,DEM
N137,Hillary Clinton,132,Jefferson,President,NA,DEM
N138,Hillary Clinton,34,Jefferson,President,NA,DEM
N139,Hillary Clinton,75,Jefferson,President,NA,DEM
N141 - INH,Hillary Clinton,208,Jefferson,President,NA,DEM
N142 - WDH,Hillary Clinton,427,Jefferson,President,NA,DEM
N143,Hillary Clinton,420,Jefferson,President,NA,DEM
N144 - WLP,Hillary Clinton,234,Jefferson,President,NA,DEM
N145,Hillary Clinton,451,Jefferson,President,NA,DEM
N146 - STM,Hillary Clinton,261,Jefferson,President,NA,DEM
N147,Hillary Clinton,72,Jefferson,President,NA,DEM
N148,Hillary Clinton,328,Jefferson,President,NA,DEM
N149,Hillary Clinton,102,Jefferson,President,NA,DEM
N150,Hillary Clinton,12,Jefferson,President,NA,DEM
O105,Hillary Clinton,650,Jefferson,President,NA,DEM
O107,Hillary Clinton,723,Jefferson,President,NA,DEM
O109,Hillary Clinton,591,Jefferson,President,NA,DEM
O111,Hillary Clinton,423,Jefferson,President,NA,DEM
O112,Hillary Clinton,230,Jefferson,President,NA,DEM
O113,Hillary Clinton,361,Jefferson,President,NA,DEM
O114,Hillary Clinton,309,Jefferson,President,NA,DEM
O115,Hillary Clinton,367,Jefferson,President,NA,DEM
O117 - SHI,Hillary Clinton,564,Jefferson,President,NA,DEM
O119 - SHI,Hillary Clinton,544,Jefferson,President,NA,DEM
O121 - SHI,Hillary Clinton,444,Jefferson,President,NA,DEM
O123 - SHI,Hillary Clinton,286,Jefferson,President,NA,DEM
O124 - SHI,Hillary Clinton,237,Jefferson,President,NA,DEM
O126 - SHI,Hillary Clinton,364,Jefferson,President,NA,DEM
O127,Hillary Clinton,330,Jefferson,President,NA,DEM
O128,Hillary Clinton,372,Jefferson,President,NA,DEM
O129,Hillary Clinton,435,Jefferson,President,NA,DEM
O130,Hillary Clinton,292,Jefferson,President,NA,DEM
O131,Hillary Clinton,248,Jefferson,President,NA,DEM
O133,Hillary Clinton,265,Jefferson,President,NA,DEM
O134,Hillary Clinton,245,Jefferson,President,NA,DEM
O135,Hillary Clinton,260,Jefferson,President,NA,DEM
O136,Hillary Clinton,293,Jefferson,President,NA,DEM
O137,Hillary Clinton,432,Jefferson,President,NA,DEM
O138,Hillary Clinton,131,Jefferson,President,NA,DEM
O139,Hillary Clinton,17,Jefferson,President,NA,DEM
O141,Hillary Clinton,0,Jefferson,President,NA,DEM
O142,Hillary Clinton,173,Jefferson,President,NA,DEM
O143,Hillary Clinton,5,Jefferson,President,NA,DEM
Q101,Hillary Clinton,584,Jefferson,President,NA,DEM
Q103,Hillary Clinton,505,Jefferson,President,NA,DEM
Q104,Hillary Clinton,168,Jefferson,President,NA,DEM
Q105,Hillary Clinton,530,Jefferson,President,NA,DEM
Q107,Hillary Clinton,528,Jefferson,President,NA,DEM
Q109,Hillary Clinton,448,Jefferson,President,NA,DEM
Q112,Hillary Clinton,293,Jefferson,President,NA,DEM
Q113,Hillary Clinton,110,Jefferson,President,NA,DEM
Q114,Hillary Clinton,262,Jefferson,President,NA,DEM
Q115,Hillary Clinton,354,Jefferson,President,NA,DEM
Q116,Hillary Clinton,340,Jefferson,President,NA,DEM
Q117,Hillary Clinton,274,Jefferson,President,NA,DEM
Q119,Hillary Clinton,363,Jefferson,President,NA,DEM
Q122,Hillary Clinton,474,Jefferson,President,NA,DEM
Q123,Hillary Clinton,804,Jefferson,President,NA,DEM
Q124,Hillary Clinton,413,Jefferson,President,NA,DEM
Q125,Hillary Clinton,476,Jefferson,President,NA,DEM
Q126,Hillary Clinton,143,Jefferson,President,NA,DEM
Q127,Hillary Clinton,243,Jefferson,President,NA,DEM
Q131,Hillary Clinton,145,Jefferson,President,NA,DEM
Q132,Hillary Clinton,220,Jefferson,President,NA,DEM
Q134,Hillary Clinton,313,Jefferson,President,NA,DEM
Q136,Hillary Clinton,129,Jefferson,President,NA,DEM
Q137,Hillary Clinton,377,Jefferson,President,NA,DEM
Q138,Hillary Clinton,271,Jefferson,President,NA,DEM
Q139,Hillary Clinton,128,Jefferson,President,NA,DEM
S116,Hillary Clinton,265,Jefferson,President,NA,DEM
S118,Hillary Clinton,392,Jefferson,President,NA,DEM
S119,Hillary Clinton,515,Jefferson,President,NA,DEM
S125,Hillary Clinton,537,Jefferson,President,NA,DEM
S126 - PSP,Hillary Clinton,360,Jefferson,President,NA,DEM
S128,Hillary Clinton,296,Jefferson,President,NA,DEM
S129,Hillary Clinton,292,Jefferson,President,NA,DEM
S130,Hillary Clinton,309,Jefferson,President,NA,DEM
S131,Hillary Clinton,459,Jefferson,President,NA,DEM
S132,Hillary Clinton,560,Jefferson,President,NA,DEM
S135,Hillary Clinton,530,Jefferson,President,NA,DEM
S139,Hillary Clinton,601,Jefferson,President,NA,DEM
S140,Hillary Clinton,297,Jefferson,President,NA,DEM
S141,Hillary Clinton,555,Jefferson,President,NA,DEM
S142,Hillary Clinton,283,Jefferson,President,NA,DEM
S143,Hillary Clinton,266,Jefferson,President,NA,DEM
S144 - PSP,Hillary Clinton,278,Jefferson,President,NA,DEM
S146,Hillary Clinton,316,Jefferson,President,NA,DEM
S150,Hillary Clinton,341,Jefferson,President,NA,DEM
S152,Hillary Clinton,259,Jefferson,President,NA,DEM
S153,Hillary Clinton,441,Jefferson,President,NA,DEM
S156,Hillary Clinton,292,Jefferson,President,NA,DEM
S160,Hillary Clinton,640,Jefferson,President,NA,DEM
S161,Hillary Clinton,279,Jefferson,President,NA,DEM
S164,Hillary Clinton,315,Jefferson,President,NA,DEM
S165,Hillary Clinton,247,Jefferson,President,NA,DEM
S166,Hillary Clinton,258,Jefferson,President,NA,DEM
S167,Hillary Clinton,254,Jefferson,President,NA,DEM
S168,Hillary Clinton,235,Jefferson,President,NA,DEM
V101,Hillary Clinton,334,Jefferson,President,NA,DEM
V102,Hillary Clinton,423,Jefferson,President,NA,DEM
V103,Hillary Clinton,111,Jefferson,President,NA,DEM
V104,Hillary Clinton,488,Jefferson,President,NA,DEM
V105,Hillary Clinton,297,Jefferson,President,NA,DEM
V106,Hillary Clinton,312,Jefferson,President,NA,DEM
V107,Hillary Clinton,148,Jefferson,President,NA,DEM
V108,Hillary Clinton,347,Jefferson,President,NA,DEM
V109,Hillary Clinton,24,Jefferson,President,NA,DEM
V110,Hillary Clinton,373,Jefferson,President,NA,DEM
V111,Hillary Clinton,293,Jefferson,President,NA,DEM
V112,Hillary Clinton,5,Jefferson,President,NA,DEM
V113,Hillary Clinton,561,Jefferson,President,NA,DEM
V114,Hillary Clinton,240,Jefferson,President,NA,DEM
V115 - JEF,Hillary Clinton,306,Jefferson,President,NA,DEM
V116,Hillary Clinton,303,Jefferson,President,NA,DEM
V117,Hillary Clinton,325,Jefferson,President,NA,DEM
V118,Hillary Clinton,319,Jefferson,President,NA,DEM
V119,Hillary Clinton,407,Jefferson,President,NA,DEM
V120 - MID,Hillary Clinton,426,Jefferson,President,NA,DEM
V121,Hillary Clinton,392,Jefferson,President,NA,DEM
V122,Hillary Clinton,0,Jefferson,President,NA,DEM
V123,Hillary Clinton,0,Jefferson,President,NA,DEM
V124 - MID,Hillary Clinton,250,Jefferson,President,NA,DEM
V125,Hillary Clinton,248,Jefferson,President,NA,DEM
V126,Hillary Clinton,407,Jefferson,President,NA,DEM
V127,Hillary Clinton,534,Jefferson,President,NA,DEM
V128,Hillary Clinton,336,Jefferson,President,NA,DEM
V129,Hillary Clinton,348,Jefferson,President,NA,DEM
V130,Hillary Clinton,93,Jefferson,President,NA,DEM
V131,Hillary Clinton,312,Jefferson,President,NA,DEM
V132,Hillary Clinton,156,Jefferson,President,NA,DEM
PROVISIONAL 3RD,Hillary Clinton,11,Jefferson,President,NA,DEM
PROVISIONAL 4TH,Hillary Clinton,0,Jefferson,President,NA,DEM
PRESIDENTIAL,Hillary Clinton,27,Jefferson,President,NA,DEM
WALK-IN 3RD A-D,Hillary Clinton,988,Jefferson,President,NA,DEM
WALK-IN 3RD E,Hillary Clinton,454,Jefferson,President,NA,DEM
WALK-IN 3RD F-G,Hillary Clinton,1236,Jefferson,President,NA,DEM
WALK-IN 3RD H-J,Hillary Clinton,597,Jefferson,President,NA,DEM
WALK-IN 3RD K-M,Hillary Clinton,1089,Jefferson,President,NA,DEM
WALK-IN 3RD NOQV,Hillary Clinton,1026,Jefferson,President,NA,DEM
WALK-IN 3RD S,Hillary Clinton,609,Jefferson,President,NA,DEM
MAIL-IN 3RD A-D,Hillary Clinton,624,Jefferson,President,NA,DEM
MAIL-IN 3RD E,Hillary Clinton,315,Jefferson,President,NA,DEM
MAIL-IN 3RD F-G,Hillary Clinton,696,Jefferson,President,NA,DEM
MAIL-IN 3RD H-J,Hillary Clinton,346,Jefferson,President,NA,DEM
MAIL-IN 3RD K-M,Hillary Clinton,640,Jefferson,President,NA,DEM
MAIL-IN 3RD NOQV,Hillary Clinton,583,Jefferson,President,NA,DEM
MAIL-IN 3RD S,Hillary Clinton,370,Jefferson,President,NA,DEM
WALK-IN 4TH,Hillary Clinton,211,Jefferson,President,NA,DEM
MAIL-IN 4TH,Hillary Clinton,130,Jefferson,President,NA,DEM
A105,Gary Johnson,21,Jefferson,President,NA,LIB
A107,Gary Johnson,12,Jefferson,President,NA,LIB
A108,Gary Johnson,24,Jefferson,President,NA,LIB
A111,Gary Johnson,30,Jefferson,President,NA,LIB
A113,Gary Johnson,17,Jefferson,President,NA,LIB
A114,Gary Johnson,19,Jefferson,President,NA,LIB
A115,Gary Johnson,18,Jefferson,President,NA,LIB
A118,Gary Johnson,10,Jefferson,President,NA,LIB
A119,Gary Johnson,24,Jefferson,President,NA,LIB
A121,Gary Johnson,17,Jefferson,President,NA,LIB
A123,Gary Johnson,18,Jefferson,President,NA,LIB
A124,Gary Johnson,23,Jefferson,President,NA,LIB
A125,Gary Johnson,14,Jefferson,President,NA,LIB
A126,Gary Johnson,16,Jefferson,President,NA,LIB
A127,Gary Johnson,13,Jefferson,President,NA,LIB
A128,Gary Johnson,17,Jefferson,President,NA,LIB
A129,Gary Johnson,15,Jefferson,President,NA,LIB
A130,Gary Johnson,10,Jefferson,President,NA,LIB
A131,Gary Johnson,13,Jefferson,President,NA,LIB
A134,Gary Johnson,9,Jefferson,President,NA,LIB
A135,Gary Johnson,16,Jefferson,President,NA,LIB
A136,Gary Johnson,15,Jefferson,President,NA,LIB
A139,Gary Johnson,12,Jefferson,President,NA,LIB
A140,Gary Johnson,33,Jefferson,President,NA,LIB
A141,Gary Johnson,0,Jefferson,President,NA,LIB
A142,Gary Johnson,7,Jefferson,President,NA,LIB
A143,Gary Johnson,0,Jefferson,President,NA,LIB
B124,Gary Johnson,23,Jefferson,President,NA,LIB
B132,Gary Johnson,23,Jefferson,President,NA,LIB
B133,Gary Johnson,26,Jefferson,President,NA,LIB
B134,Gary Johnson,34,Jefferson,President,NA,LIB
B149,Gary Johnson,23,Jefferson,President,NA,LIB
B151,Gary Johnson,42,Jefferson,President,NA,LIB
B153,Gary Johnson,1,Jefferson,President,NA,LIB
B154,Gary Johnson,35,Jefferson,President,NA,LIB
B155,Gary Johnson,21,Jefferson,President,NA,LIB
B156,Gary Johnson,47,Jefferson,President,NA,LIB
B157,Gary Johnson,39,Jefferson,President,NA,LIB
B158,Gary Johnson,26,Jefferson,President,NA,LIB
B159,Gary Johnson,42,Jefferson,President,NA,LIB
B160,Gary Johnson,23,Jefferson,President,NA,LIB
B161,Gary Johnson,2,Jefferson,President,NA,LIB
B162,Gary Johnson,25,Jefferson,President,NA,LIB
B163,Gary Johnson,25,Jefferson,President,NA,LIB
B166,Gary Johnson,21,Jefferson,President,NA,LIB
B168,Gary Johnson,22,Jefferson,President,NA,LIB
B169,Gary Johnson,25,Jefferson,President,NA,LIB
B170,Gary Johnson,15,Jefferson,President,NA,LIB
B172,Gary Johnson,45,Jefferson,President,NA,LIB
B173,Gary Johnson,29,Jefferson,President,NA,LIB
B175,Gary Johnson,18,Jefferson,President,NA,LIB
B177,Gary Johnson,23,Jefferson,President,NA,LIB
B181 - JEF,Gary Johnson,1,Jefferson,President,NA,LIB
B182,Gary Johnson,13,Jefferson,President,NA,LIB
B183,Gary Johnson,39,Jefferson,President,NA,LIB
B184,Gary Johnson,0,Jefferson,President,NA,LIB
B185,Gary Johnson,11,Jefferson,President,NA,LIB
C101,Gary Johnson,12,Jefferson,President,NA,LIB
C102,Gary Johnson,14,Jefferson,President,NA,LIB
C103,Gary Johnson,13,Jefferson,President,NA,LIB
C104,Gary Johnson,8,Jefferson,President,NA,LIB
C105,Gary Johnson,7,Jefferson,President,NA,LIB
C106,Gary Johnson,20,Jefferson,President,NA,LIB
C108,Gary Johnson,5,Jefferson,President,NA,LIB
C109,Gary Johnson,1,Jefferson,President,NA,LIB
C110,Gary Johnson,5,Jefferson,President,NA,LIB
C111,Gary Johnson,6,Jefferson,President,NA,LIB
C113,Gary Johnson,3,Jefferson,President,NA,LIB
C115,Gary Johnson,11,Jefferson,President,NA,LIB
C122,Gary Johnson,25,Jefferson,President,NA,LIB
C123,Gary Johnson,11,Jefferson,President,NA,LIB
C124,Gary Johnson,24,Jefferson,President,NA,LIB
C125,Gary Johnson,7,Jefferson,President,NA,LIB
C126,Gary Johnson,21,Jefferson,President,NA,LIB
C128,Gary Johnson,4,Jefferson,President,NA,LIB
C129,Gary Johnson,23,Jefferson,President,NA,LIB
C130,Gary Johnson,3,Jefferson,President,NA,LIB
C131,Gary Johnson,8,Jefferson,President,NA,LIB
C133,Gary Johnson,31,Jefferson,President,NA,LIB
C134,Gary Johnson,26,Jefferson,President,NA,LIB
C135,Gary Johnson,17,Jefferson,President,NA,LIB
C136,Gary Johnson,12,Jefferson,President,NA,LIB
C137,Gary Johnson,23,Jefferson,President,NA,LIB
C138,Gary Johnson,29,Jefferson,President,NA,LIB
C139,Gary Johnson,1,Jefferson,President,NA,LIB
C141,Gary Johnson,7,Jefferson,President,NA,LIB
C142,Gary Johnson,10,Jefferson,President,NA,LIB
C143,Gary Johnson,3,Jefferson,President,NA,LIB
C144,Gary Johnson,1,Jefferson,President,NA,LIB
C145,Gary Johnson,6,Jefferson,President,NA,LIB
C146,Gary Johnson,0,Jefferson,President,NA,LIB
C147,Gary Johnson,0,Jefferson,President,NA,LIB
C148,Gary Johnson,0,Jefferson,President,NA,LIB
C149,Gary Johnson,0,Jefferson,President,NA,LIB
C150,Gary Johnson,0,Jefferson,President,NA,LIB
C151,Gary Johnson,1,Jefferson,President,NA,LIB
D101 - STM,Gary Johnson,20,Jefferson,President,NA,LIB
D104,Gary Johnson,16,Jefferson,President,NA,LIB
D106,Gary Johnson,17,Jefferson,President,NA,LIB
D108,Gary Johnson,41,Jefferson,President,NA,LIB
D109,Gary Johnson,6,Jefferson,President,NA,LIB
D110,Gary Johnson,13,Jefferson,President,NA,LIB
D113,Gary Johnson,15,Jefferson,President,NA,LIB
D114,Gary Johnson,22,Jefferson,President,NA,LIB
D115,Gary Johnson,29,Jefferson,President,NA,LIB
D116,Gary Johnson,25,Jefferson,President,NA,LIB
D117 - JEF,Gary Johnson,11,Jefferson,President,NA,LIB
D120 - JEF,Gary Johnson,39,Jefferson,President,NA,LIB
D121,Gary Johnson,27,Jefferson,President,NA,LIB
D122 - JEF,Gary Johnson,26,Jefferson,President,NA,LIB
D126,Gary Johnson,48,Jefferson,President,NA,LIB
D129,Gary Johnson,12,Jefferson,President,NA,LIB
D130,Gary Johnson,31,Jefferson,President,NA,LIB
D131,Gary Johnson,18,Jefferson,President,NA,LIB
D132,Gary Johnson,30,Jefferson,President,NA,LIB
D135,Gary Johnson,22,Jefferson,President,NA,LIB
D136,Gary Johnson,19,Jefferson,President,NA,LIB
D137 - JEF,Gary Johnson,21,Jefferson,President,NA,LIB
D138,Gary Johnson,36,Jefferson,President,NA,LIB
D139,Gary Johnson,41,Jefferson,President,NA,LIB
D140,Gary Johnson,32,Jefferson,President,NA,LIB
D141,Gary Johnson,16,Jefferson,President,NA,LIB
D142 - JEF,Gary Johnson,18,Jefferson,President,NA,LIB
D144,Gary Johnson,12,Jefferson,President,NA,LIB
D145,Gary Johnson,13,Jefferson,President,NA,LIB
E139 - STM,Gary Johnson,20,Jefferson,President,NA,LIB
E141 - BWV,Gary Johnson,18,Jefferson,President,NA,LIB
E142,Gary Johnson,25,Jefferson,President,NA,LIB
E143 - STM,Gary Johnson,29,Jefferson,President,NA,LIB
E144,Gary Johnson,27,Jefferson,President,NA,LIB
E145 - LYN,Gary Johnson,28,Jefferson,President,NA,LIB
E148,Gary Johnson,30,Jefferson,President,NA,LIB
E152,Gary Johnson,29,Jefferson,President,NA,LIB
E154,Gary Johnson,16,Jefferson,President,NA,LIB
E155,Gary Johnson,29,Jefferson,President,NA,LIB
E157 - NOR,Gary Johnson,9,Jefferson,President,NA,LIB
E158,Gary Johnson,13,Jefferson,President,NA,LIB
E159,Gary Johnson,12,Jefferson,President,NA,LIB
E160,Gary Johnson,16,Jefferson,President,NA,LIB
E161 - HUB,Gary Johnson,8,Jefferson,President,NA,LIB
E162,Gary Johnson,13,Jefferson,President,NA,LIB
E163 - HUB,Gary Johnson,26,Jefferson,President,NA,LIB
E164 - HUB,Gary Johnson,8,Jefferson,President,NA,LIB
E165,Gary Johnson,30,Jefferson,President,NA,LIB
E166 - JEF,Gary Johnson,14,Jefferson,President,NA,LIB
E167,Gary Johnson,28,Jefferson,President,NA,LIB
E168 - HUB,Gary Johnson,15,Jefferson,President,NA,LIB
E169,Gary Johnson,35,Jefferson,President,NA,LIB
E171,Gary Johnson,14,Jefferson,President,NA,LIB
E173,Gary Johnson,23,Jefferson,President,NA,LIB
E175 - GRD,Gary Johnson,16,Jefferson,President,NA,LIB
E176 - LYN,Gary Johnson,15,Jefferson,President,NA,LIB
E177,Gary Johnson,11,Jefferson,President,NA,LIB
E178,Gary Johnson,17,Jefferson,President,NA,LIB
E179 - JEF,Gary Johnson,17,Jefferson,President,NA,LIB
E180 - JEF,Gary Johnson,22,Jefferson,President,NA,LIB
E181,Gary Johnson,23,Jefferson,President,NA,LIB
E182,Gary Johnson,25,Jefferson,President,NA,LIB
E183,Gary Johnson,28,Jefferson,President,NA,LIB
E184,Gary Johnson,20,Jefferson,President,NA,LIB
E185 - STM,Gary Johnson,13,Jefferson,President,NA,LIB
F106,Gary Johnson,11,Jefferson,President,NA,LIB
F145,Gary Johnson,27,Jefferson,President,NA,LIB
F151,Gary Johnson,23,Jefferson,President,NA,LIB
F152,Gary Johnson,28,Jefferson,President,NA,LIB
F153,Gary Johnson,28,Jefferson,President,NA,LIB
F154,Gary Johnson,29,Jefferson,President,NA,LIB
F155,Gary Johnson,8,Jefferson,President,NA,LIB
F156,Gary Johnson,31,Jefferson,President,NA,LIB
F158 - MID,Gary Johnson,12,Jefferson,President,NA,LIB
F161 - DOH,Gary Johnson,17,Jefferson,President,NA,LIB
F163,Gary Johnson,23,Jefferson,President,NA,LIB
F164,Gary Johnson,24,Jefferson,President,NA,LIB
F166,Gary Johnson,14,Jefferson,President,NA,LIB
F167,Gary Johnson,21,Jefferson,President,NA,LIB
F169,Gary Johnson,14,Jefferson,President,NA,LIB
F170 - DOH,Gary Johnson,15,Jefferson,President,NA,LIB
F171,Gary Johnson,22,Jefferson,President,NA,LIB
F172,Gary Johnson,27,Jefferson,President,NA,LIB
F176,Gary Johnson,26,Jefferson,President,NA,LIB
F179 - LYN,Gary Johnson,29,Jefferson,President,NA,LIB
F180 - LYN,Gary Johnson,38,Jefferson,President,NA,LIB
F181,Gary Johnson,39,Jefferson,President,NA,LIB
F182,Gary Johnson,52,Jefferson,President,NA,LIB
F183,Gary Johnson,10,Jefferson,President,NA,LIB
F184,Gary Johnson,27,Jefferson,President,NA,LIB
F185,Gary Johnson,30,Jefferson,President,NA,LIB
F186,Gary Johnson,36,Jefferson,President,NA,LIB
F187,Gary Johnson,35,Jefferson,President,NA,LIB
G103,Gary Johnson,19,Jefferson,President,NA,LIB
G104,Gary Johnson,15,Jefferson,President,NA,LIB
G106,Gary Johnson,22,Jefferson,President,NA,LIB
G107,Gary Johnson,21,Jefferson,President,NA,LIB
G108,Gary Johnson,12,Jefferson,President,NA,LIB
G109,Gary Johnson,33,Jefferson,President,NA,LIB
G111,Gary Johnson,23,Jefferson,President,NA,LIB
G112,Gary Johnson,42,Jefferson,President,NA,LIB
G116,Gary Johnson,24,Jefferson,President,NA,LIB
G117,Gary Johnson,23,Jefferson,President,NA,LIB
G119,Gary Johnson,20,Jefferson,President,NA,LIB
G120,Gary Johnson,23,Jefferson,President,NA,LIB
G121,Gary Johnson,21,Jefferson,President,NA,LIB
G122,Gary Johnson,10,Jefferson,President,NA,LIB
G123 - SMM,Gary Johnson,6,Jefferson,President,NA,LIB
G124,Gary Johnson,37,Jefferson,President,NA,LIB
G126,Gary Johnson,9,Jefferson,President,NA,LIB
G129,Gary Johnson,9,Jefferson,President,NA,LIB
G140,Gary Johnson,19,Jefferson,President,NA,LIB
G141,Gary Johnson,14,Jefferson,President,NA,LIB
G142,Gary Johnson,3,Jefferson,President,NA,LIB
G143,Gary Johnson,32,Jefferson,President,NA,LIB
G144,Gary Johnson,21,Jefferson,President,NA,LIB
G145,Gary Johnson,34,Jefferson,President,NA,LIB
G146,Gary Johnson,25,Jefferson,President,NA,LIB
G147,Gary Johnson,39,Jefferson,President,NA,LIB
G148,Gary Johnson,13,Jefferson,President,NA,LIB
G149 - WEL,Gary Johnson,11,Jefferson,President,NA,LIB
G150,Gary Johnson,8,Jefferson,President,NA,LIB
G151,Gary Johnson,15,Jefferson,President,NA,LIB
G154,Gary Johnson,31,Jefferson,President,NA,LIB
G155,Gary Johnson,24,Jefferson,President,NA,LIB
G156,Gary Johnson,19,Jefferson,President,NA,LIB
G157,Gary Johnson,33,Jefferson,President,NA,LIB
G158,Gary Johnson,20,Jefferson,President,NA,LIB
G159,Gary Johnson,0,Jefferson,President,NA,LIB
G160,Gary Johnson,17,Jefferson,President,NA,LIB
G161 - SNG,Gary Johnson,7,Jefferson,President,NA,LIB
G162,Gary Johnson,4,Jefferson,President,NA,LIB
G163 - STM,Gary Johnson,21,Jefferson,President,NA,LIB
G164 - STM,Gary Johnson,34,Jefferson,President,NA,LIB
G165 - STM,Gary Johnson,22,Jefferson,President,NA,LIB
G166,Gary Johnson,5,Jefferson,President,NA,LIB
G167,Gary Johnson,12,Jefferson,President,NA,LIB
G168 - STM,Gary Johnson,2,Jefferson,President,NA,LIB
G169,Gary Johnson,5,Jefferson,President,NA,LIB
H102,Gary Johnson,16,Jefferson,President,NA,LIB
H103,Gary Johnson,23,Jefferson,President,NA,LIB
H105,Gary Johnson,30,Jefferson,President,NA,LIB
H106,Gary Johnson,16,Jefferson,President,NA,LIB
H109 - PKV,Gary Johnson,12,Jefferson,President,NA,LIB
H110,Gary Johnson,23,Jefferson,President,NA,LIB
H111,Gary Johnson,14,Jefferson,President,NA,LIB
H112,Gary Johnson,21,Jefferson,President,NA,LIB
H113,Gary Johnson,16,Jefferson,President,NA,LIB
H114,Gary Johnson,0,Jefferson,President,NA,LIB
H115,Gary Johnson,18,Jefferson,President,NA,LIB
H116,Gary Johnson,32,Jefferson,President,NA,LIB
H117 - APK,Gary Johnson,29,Jefferson,President,NA,LIB
H118,Gary Johnson,31,Jefferson,President,NA,LIB
H120,Gary Johnson,34,Jefferson,President,NA,LIB
H121,Gary Johnson,17,Jefferson,President,NA,LIB
H123,Gary Johnson,6,Jefferson,President,NA,LIB
H124,Gary Johnson,7,Jefferson,President,NA,LIB
H125,Gary Johnson,11,Jefferson,President,NA,LIB
H126 - LNV,Gary Johnson,12,Jefferson,President,NA,LIB
H127,Gary Johnson,2,Jefferson,President,NA,LIB
H130,Gary Johnson,0,Jefferson,President,NA,LIB
H131,Gary Johnson,22,Jefferson,President,NA,LIB
H132,Gary Johnson,4,Jefferson,President,NA,LIB
H133,Gary Johnson,3,Jefferson,President,NA,LIB
H138,Gary Johnson,30,Jefferson,President,NA,LIB
H141,Gary Johnson,23,Jefferson,President,NA,LIB
H144,Gary Johnson,32,Jefferson,President,NA,LIB
H145,Gary Johnson,15,Jefferson,President,NA,LIB
H146,Gary Johnson,22,Jefferson,President,NA,LIB
H147,Gary Johnson,20,Jefferson,President,NA,LIB
H148,Gary Johnson,20,Jefferson,President,NA,LIB
H150 - WAP,Gary Johnson,0,Jefferson,President,NA,LIB
H151 - WAP,Gary Johnson,0,Jefferson,President,NA,LIB
H152,Gary Johnson,4,Jefferson,President,NA,LIB
H153,Gary Johnson,0,Jefferson,President,NA,LIB
H154,Gary Johnson,3,Jefferson,President,NA,LIB
H155,Gary Johnson,7,Jefferson,President,NA,LIB
H156,Gary Johnson,0,Jefferson,President,NA,LIB
H157,Gary Johnson,0,Jefferson,President,NA,LIB
H158,Gary Johnson,0,Jefferson,President,NA,LIB
H159,Gary Johnson,6,Jefferson,President,NA,LIB
H160,Gary Johnson,30,Jefferson,President,NA,LIB
H161,Gary Johnson,0,Jefferson,President,NA,LIB
H162,Gary Johnson,32,Jefferson,President,NA,LIB
I107,Gary Johnson,18,Jefferson,President,NA,LIB
I109,Gary Johnson,15,Jefferson,President,NA,LIB
I110,Gary Johnson,11,Jefferson,President,NA,LIB
I111,Gary Johnson,30,Jefferson,President,NA,LIB
I112,Gary Johnson,36,Jefferson,President,NA,LIB
I115,Gary Johnson,6,Jefferson,President,NA,LIB
I120,Gary Johnson,7,Jefferson,President,NA,LIB
I122,Gary Johnson,3,Jefferson,President,NA,LIB
I123,Gary Johnson,15,Jefferson,President,NA,LIB
I124,Gary Johnson,5,Jefferson,President,NA,LIB
I125,Gary Johnson,7,Jefferson,President,NA,LIB
I126,Gary Johnson,18,Jefferson,President,NA,LIB
I130,Gary Johnson,3,Jefferson,President,NA,LIB
I133,Gary Johnson,40,Jefferson,President,NA,LIB
I135,Gary Johnson,10,Jefferson,President,NA,LIB
I138,Gary Johnson,0,Jefferson,President,NA,LIB
I140,Gary Johnson,2,Jefferson,President,NA,LIB
I141,Gary Johnson,24,Jefferson,President,NA,LIB
I142,Gary Johnson,0,Jefferson,President,NA,LIB
I143,Gary Johnson,0,Jefferson,President,NA,LIB
I144,Gary Johnson,2,Jefferson,President,NA,LIB
I145,Gary Johnson,7,Jefferson,President,NA,LIB
I146,Gary Johnson,21,Jefferson,President,NA,LIB
